i;tmja_avant;tmja_apres;diff_tmja
1;144;138.0;6.0
2;57;61.0;4.0
3;20;28.0;8.0
5;1;0;1
6;32;47.0;15.0
7;304;306.0;2.0
8;645;648.0;3.0
9;719;728.0;9.0
10;228;210.0;18.0
11;111;136.0;25.0
12;23;47.0;24.0
13;0;30.0;30.0
14;854;854.0;0.0
15;66;38.0;28.0
16;6;22.0;16.0
17;0;2.0;2.0
18;274;269.0;5.0
19;10;0;10
20;175;157.0;18.0
21;199;187.0;12.0
22;84;84.0;0.0
23;98;91.0;7.0
24;255;316.0;61.0
25;240;0;240
26;160;126.0;34.0
27;0;93.0;93.0
28;194;113.0;81.0
29;229;16.0;213.0
30;58;93.0;35.0
31;0;11.0;11.0
32;410;441.0;31.0
33;324;296.0;28.0
34;229;225.0;4.0
35;0;14.0;14.0
36;0;59.0;59.0
37;26;0;26
39;118;210.0;92.0
40;19;43.0;24.0
41;0;7.0;7.0
42;91;61.0;30.0
43;84;112.0;28.0
44;71;44.0;27.0
45;194;296.0;102.0
46;165;66.0;99.0
47;24;39.0;15.0
48;29;52.0;23.0
49;306;339.0;33.0
50;0;2.0;2.0
52;3;0;3
53;26;23.0;3.0
54;12;5.0;7.0
55;55;0;55
56;167;168.0;1.0
57;4;0;4
58;0;60.0;60.0
59;47;42.0;5.0
60;0;9.0;9.0
61;29;38.0;9.0
62;128;136.0;8.0
63;23;56.0;33.0
64;216;302.0;86.0
65;183;208.0;25.0
67;29;24.0;5.0
69;237;230.0;7.0
71;44;89.0;45.0
72;24;46.0;22.0
73;2;36.0;34.0
74;0;36.0;36.0
75;42;0;42
76;0;5.0;5.0
78;86;85.0;1.0
79;8;6.0;2.0
80;47;51.0;4.0
81;188;238.0;50.0
82;176;201.0;25.0
83;204;244.0;40.0
84;0;37.0;37.0
86;963;958.0;5.0
87;100;92.0;8.0
88;72;89.0;17.0
89;22;0;22
90;21;26.0;5.0
91;160;290.0;130.0
92;304;330.0;26.0
93;1464;1514.0;50.0
95;415;410.0;5.0
96;17;66.0;49.0
97;1024;1025.0;1.0
98;181;180.0;1.0
99;41;16.0;25.0
100;13;12.0;1.0
101;67;75.0;8.0
102;38;39.0;1.0
103;20;35.0;15.0
104;0;21.0;21.0
106;197;193.0;4.0
107;47;41.0;6.0
108;191;189.0;2.0
109;1639;1652.0;13.0
110;722;722.0;0.0
111;31;21.0;10.0
112;45;45.0;0.0
113;552;550.0;2.0
114;108;108.0;0.0
115;102;106.0;4.0
116;84;119.0;35.0
117;23;19.0;4.0
