i;tmja_avant;tmja_apres;diff_tmja
1;862;872.0;10.0
2;130;49.0;81.0
3;82;0;82
4;178;183.0;5.0
5;23;22.0;1.0
6;144;148.0;4.0
7;493;504.0;11.0
8;21;23.0;2.0
9;22;0;22
10;42;42.0;0.0
12;839;842.0;3.0
13;24;19.0;5.0
14;712;705.0;7.0
15;116;118.0;2.0
16;59;65.0;6.0
17;21;25.0;4.0
18;19;0;19
19;162;176.0;14.0
20;236;255.0;19.0
21;1548;1544.0;4.0
22;451;458.0;7.0
23;727;723.0;4.0
24;20;41.0;21.0
25;2044;2005.0;39.0
26;52;53.0;1.0
27;244;201.0;43.0
28;50;60.0;10.0
29;199;202.0;3.0
31;40;47.0;7.0
32;103;67.0;36.0
33;1;0;1
34;958;967.0;9.0
35;741;747.0;6.0
36;94;102.0;8.0
37;0;12.0;12.0
38;90;90.0;0.0
39;0;12.0;12.0
40;247;254.0;7.0
41;115;124.0;9.0
42;1;10.0;9.0
43;194;203.0;9.0
44;233;40.0;193.0
45;23;18.0;5.0
46;187;0;187
47;110;112.0;2.0
48;77;87.0;10.0
49;64;47.0;17.0
50;91;96.0;5.0
51;35;29.0;6.0
52;163;159.0;4.0
53;187;34.0;153.0
54;146;148.0;2.0
55;177;100.0;77.0
56;159;0;159
57;41;12.0;29.0
58;85;0;85
59;299;313.0;14.0
61;106;103.0;3.0
62;74;78.0;4.0
63;24;0;24
64;20;0;20
65;16;0;16
66;701;690.0;11.0
67;209;12.0;197.0
68;16;19.0;3.0
69;59;69.0;10.0
71;141;142.0;1.0
72;302;320.0;18.0
73;93;93.0;0.0
74;0;1.0;1.0
77;1176;1198.0;22.0
78;1014;1019.0;5.0
79;28;21.0;7.0
80;68;73.0;5.0
81;275;283.0;8.0
82;1291;1258.0;33.0
83;54;58.0;4.0
84;442;446.0;4.0
85;1815;1811.0;4.0
86;24;25.0;1.0
87;49;53.0;4.0
88;0;7.0;7.0
89;266;258.0;8.0
90;154;156.0;2.0
91;1324;1328.0;4.0
92;56;64.0;8.0
93;67;1318.0;1251.0
94;1255;0;1255
95;42;1298.0;1256.0
96;43;41.0;2.0
97;166;176.0;10.0
98;48;51.0;3.0
99;117;109.0;8.0
100;31;0;31
101;347;357.0;10.0
102;15;28.0;13.0
105;1118;1141.0;23.0
106;0;3.0;3.0
107;16;11.0;5.0
108;323;327.0;4.0
109;119;115.0;4.0
110;962;955.0;7.0
111;103;10.0;93.0
112;37;5.0;32.0
113;113;0;113
114;43;56.0;13.0
115;72;55.0;17.0
116;632;0;632
117;857;222.0;635.0
118;22;21.0;1.0
119;4;5.0;1.0
120;0;7.0;7.0
121;230;226.0;4.0
122;26;27.0;1.0
123;4;14.0;10.0
124;25;25.0;0.0
125;617;637.0;20.0
127;1100;1108.0;8.0
128;32;44.0;12.0
129;23;19.0;4.0
130;32;0;32
131;85;101.0;16.0
132;22;18.0;4.0
133;5;5.0;0.0
134;127;126.0;1.0
135;8;0;8
136;289;290.0;1.0
137;0;1.0;1.0
138;198;0;198
139;0;11.0;11.0
141;0;5.0;5.0
143;96;118.0;22.0
144;89;1.0;88.0
146;0;5.0;5.0
147;80;0;80
148;21;20.0;1.0
149;711;703.0;8.0
150;194;200.0;6.0
152;0;5.0;5.0
154;19;23.0;4.0
155;33;26.0;7.0
156;959;962.0;3.0
157;27;0;27
158;18;0;18
159;18;6.0;12.0
160;1538;1535.0;3.0
161;24;29.0;5.0
162;25;29.0;4.0
163;11;8.0;3.0
164;17;21.0;4.0
165;1695;1708.0;13.0
166;45;60.0;15.0
167;1195;1198.0;3.0
168;89;94.0;5.0
170;718;703.0;15.0
171;1214;1234.0;20.0
172;354;351.0;3.0
173;138;149.0;11.0
174;188;175.0;13.0
175;39;44.0;5.0
176;566;560.0;6.0
177;1505;1518.0;13.0
178;29;1.0;28.0
179;211;200.0;11.0
180;912;926.0;14.0
181;23;17.0;6.0
182;59;65.0;6.0
183;475;475.0;0.0
184;29;11.0;18.0
185;17;0;17
186;74;79.0;5.0
187;31;43.0;12.0
189;20;20.0;0.0
191;1;5.0;4.0
192;144;142.0;2.0
193;152;142.0;10.0
194;90;100.0;10.0
195;0;5.0;5.0
196;78;81.0;3.0
197;1081;1091.0;10.0
198;81;80.0;1.0
199;1662;1670.0;8.0
200;339;329.0;10.0
201;1582;1595.0;13.0
202;874;875.0;1.0
203;746;748.0;2.0
204;654;650.0;4.0
205;39;42.0;3.0
206;214;0;214
207;0;194.0;194.0
208;229;21.0;208.0
209;456;461.0;5.0
210;19;17.0;2.0
211;525;524.0;1.0
212;407;411.0;4.0
213;373;369.0;4.0
214;19;10.0;9.0
215;21;27.0;6.0
