i;tmja_avant;tmja_apres;diff_tmja
1;246;286.0;40.0
2;240;80.0;160.0
3;138;0;138
4;700;670.0;30.0
5;438;467.0;29.0
6;508;513.0;5.0
7;106;191.0;85.0
8;21;60.0;39.0
11;102;113.0;11.0
12;24;0;24
13;296;199.0;97.0
14;284;89.0;195.0
15;32;0;32
16;473;30.0;443.0
17;123;71.0;52.0
18;1333;1260.0;73.0
19;539;639.0;100.0
20;221;197.0;24.0
21;1995;1993.0;2.0
22;82;62.0;20.0
23;488;467.0;21.0
24;104;77.0;27.0
25;725;724.0;1.0
26;2035;2011.0;24.0
27;192;185.0;7.0
28;292;257.0;35.0
29;303;0;303
30;358;276.0;82.0
32;135;157.0;22.0
34;964;976.0;12.0
36;81;108.0;27.0
37;252;271.0;19.0
38;21;3.0;18.0
39;146;192.0;46.0
40;126;150.0;24.0
41;48;94.0;46.0
42;78;68.0;10.0
43;5;87.0;82.0
44;1327;1308.0;19.0
45;418;358.0;60.0
46;22;66.0;44.0
47;153;122.0;31.0
48;23;26.0;3.0
49;32;0;32
50;69;68.0;1.0
51;193;169.0;24.0
52;141;172.0;31.0
53;186;184.0;2.0
54;17;29.0;12.0
55;220;230.0;10.0
56;192;172.0;20.0
57;46;24.0;22.0
59;60;45.0;15.0
60;245;262.0;17.0
64;175;39.0;136.0
65;16;74.0;58.0
66;16;90.0;74.0
67;1169;1153.0;16.0
68;20;54.0;34.0
69;22;20.0;2.0
70;335;324.0;11.0
71;319;170.0;149.0
72;539;541.0;2.0
74;549;565.0;16.0
75;282;0;282
76;17;19.0;2.0
77;122;123.0;1.0
78;31;50.0;19.0
79;81;136.0;55.0
80;18;0;18
81;33;54.0;21.0
82;69;82.0;13.0
83;52;31.0;21.0
84;24;50.0;26.0
85;35;0;35
86;19;24.0;5.0
87;209;186.0;23.0
88;25;51.0;26.0
89;68;127.0;59.0
90;310;339.0;29.0
91;27;0;27
93;66;124.0;58.0
96;269;215.0;54.0
97;312;21.0;291.0
98;6;0;6
99;441;426.0;15.0
100;467;207.0;260.0
101;159;112.0;47.0
102;50;55.0;5.0
103;145;174.0;29.0
104;906;904.0;2.0
105;25;88.0;63.0
107;20;17.0;3.0
108;23;25.0;2.0
109;621;637.0;16.0
110;167;199.0;32.0
112;316;0;316
113;13;12.0;1.0
114;6;35.0;29.0
115;17;26.0;9.0
116;258;156.0;102.0
117;35;164.0;129.0
118;23;50.0;27.0
119;50;38.0;12.0
120;11;0;11
121;147;228.0;81.0
122;16;14.0;2.0
124;25;1.0;24.0
125;76;53.0;23.0
126;22;21.0;1.0
128;23;12.0;11.0
129;21;24.0;3.0
130;23;25.0;2.0
132;67;111.0;44.0
133;21;46.0;25.0
134;24;0;24
136;51;108.0;57.0
137;42;0;42
138;32;76.0;44.0
140;132;103.0;29.0
142;50;34.0;16.0
143;1298;1310.0;12.0
144;6;0;6
145;1504;1353.0;151.0
146;260;261.0;1.0
147;173;120.0;53.0
150;25;19.0;6.0
151;976;972.0;4.0
152;19;14.0;5.0
153;14;68.0;54.0
154;262;174.0;88.0
155;24;31.0;7.0
156;26;32.0;6.0
157;18;24.0;6.0
158;1553;1469.0;84.0
159;18;0;18
160;156;60.0;96.0
161;188;295.0;107.0
162;1503;1526.0;23.0
163;448;501.0;53.0
165;274;331.0;57.0
166;352;385.0;33.0
167;53;69.0;16.0
168;79;112.0;33.0
169;1018;990.0;28.0
170;23;20.0;3.0
171;151;205.0;54.0
172;58;49.0;9.0
173;14;0;14
174;84;80.0;4.0
175;486;0;486
176;462;511.0;49.0
177;534;563.0;29.0
178;1036;1007.0;29.0
179;111;131.0;20.0
184;127;180.0;53.0
185;372;385.0;13.0
187;1084;1033.0;51.0
188;199;52.0;147.0
189;744;750.0;6.0
190;92;0;92
191;1558;1586.0;28.0
192;880;940.0;60.0
193;137;91.0;46.0
194;84;123.0;39.0
195;39;0;39
196;722;693.0;29.0
197;1545;1572.0;27.0
198;1459;1436.0;23.0
199;1040;1053.0;13.0
200;56;56.0;0.0
201;654;704.0;50.0
202;643;676.0;33.0
203;75;73.0;2.0
204;64;89.0;25.0
205;155;127.0;28.0
206;237;289.0;52.0
207;53;111.0;58.0
208;578;600.0;22.0
209;563;558.0;5.0
210;98;161.0;63.0
211;152;88.0;64.0
212;415;447.0;32.0
213;25;25.0;0.0
214;23;47.0;24.0
