i;tmja_avant;tmja_apres;diff_tmja
1;10;0;10
2;835;793.0;42.0
3;232;0;232
4;244;20.0;224.0
5;7;0;7
6;130;0;130
7;127;0;127
8;87;8.0;79.0
9;173;12.0;161.0
10;21;36.0;15.0
11;47;0;47
12;139;0;139
13;490;468.0;22.0
14;415;0;415
15;561;47.0;514.0
16;89;92.0;3.0
17;134;48.0;86.0
18;16;7.0;9.0
19;69;0;69
20;21;51.0;30.0
22;445;0;445
23;1045;0;1045
24;572;342.0;230.0
25;45;88.0;43.0
26;30;0;30
27;0;21.0;21.0
28;21;0;21
29;42;6.0;36.0
30;0;33.0;33.0
31;799;706.0;93.0
32;38;0;38
33;38;28.0;10.0
34;57;41.0;16.0
35;83;0;83
36;84;77.0;7.0
37;25;30.0;5.0
38;309;504.0;195.0
39;620;445.0;175.0
40;10;40.0;30.0
41;2;0;2
42;687;485.0;202.0
43;88;179.0;91.0
44;469;0;469
45;122;101.0;21.0
46;592;1010.0;418.0
47;579;169.0;410.0
48;1195;1220.0;25.0
49;26;29.0;3.0
50;13;36.0;23.0
51;153;117.0;36.0
52;219;195.0;24.0
53;1533;1133.0;400.0
54;87;0;87
55;1720;1390.0;330.0
56;53;22.0;31.0
57;111;93.0;18.0
58;876;882.0;6.0
59;416;0;416
60;245;0;245
61;278;0;278
62;10;0;10
63;2036;1879.0;157.0
64;42;84.0;42.0
65;128;88.0;40.0
66;199;102.0;97.0
67;1825;1779.0;46.0
68;216;114.0;102.0
69;47;0;47
70;149;0;149
71;23;42.0;19.0
72;80;58.0;22.0
73;329;0;329
74;5;203.0;198.0
75;203;0;203
76;192;12.0;180.0
77;19;2.0;17.0
78;37;38.0;1.0
79;353;0;353
80;307;806.0;499.0
81;231;23.0;208.0
82;342;28.0;314.0
83;383;499.0;116.0
85;140;45.0;95.0
86;353;834.0;481.0
87;47;0;47
88;356;0;356
89;20;906.0;886.0
90;145;0;145
91;43;0;43
92;62;187.0;125.0
93;80;0;80
94;416;407.0;9.0
95;1;1013.0;1012.0
96;263;0;263
97;1468;0;1468
98;4;4.0;0.0
99;701;0;701
100;654;0;654
101;999;317.0;682.0
102;44;0;44
104;75;214.0;139.0
105;98;184.0;86.0
106;0;119.0;119.0
107;25;16.0;9.0
108;82;0;82
109;83;26.0;57.0
111;255;397.0;142.0
112;140;26.0;114.0
113;95;0;95
114;40;147.0;107.0
115;1;2.0;1.0
116;3;0;3
117;58;191.0;133.0
118;113;36.0;77.0
119;45;0;45
120;58;0;58
121;155;37.0;118.0
122;113;0;113
123;1289;832.0;457.0
124;317;276.0;41.0
125;94;32.0;62.0
126;233;0;233
127;16;0;16
128;179;857.0;678.0
129;406;524.0;118.0
130;104;0;104
131;440;0;440
132;99;497.0;398.0
133;59;0;59
134;72;84.0;12.0
135;98;0;98
136;148;0;148
137;25;7.0;18.0
138;267;1006.0;739.0
139;230;0;230
140;105;326.0;221.0
141;69;0;69
142;22;9.0;13.0
143;90;75.0;15.0
144;196;225.0;29.0
145;138;63.0;75.0
146;30;0;30
147;37;161.0;124.0
148;274;150.0;124.0
149;158;30.0;128.0
150;87;72.0;15.0
152;1057;583.0;474.0
153;16;0;16
154;39;0;39
155;712;680.0;32.0
156;21;31.0;10.0
157;5;0;5
158;65;10.0;55.0
159;59;45.0;14.0
160;228;984.0;756.0
161;177;130.0;47.0
162;25;4.0;21.0
163;62;6.0;56.0
164;27;64.0;37.0
165;77;0;77
166;54;73.0;19.0
167;724;236.0;488.0
168;232;0;232
169;25;6.0;19.0
170;28;14.0;14.0
171;74;28.0;46.0
172;71;0;71
173;0;27.0;27.0
174;67;21.0;46.0
175;168;0;168
176;336;143.0;193.0
177;213;345.0;132.0
178;111;0;111
179;301;147.0;154.0
182;19;0;19
183;0;32.0;32.0
184;119;249.0;130.0
185;159;0;159
186;174;193.0;19.0
187;28;0;28
188;2;56.0;54.0
189;292;322.0;30.0
190;915;890.0;25.0
191;25;44.0;19.0
192;78;65.0;13.0
193;16;23.0;7.0
194;1269;1200.0;69.0
195;924;906.0;18.0
196;22;0;22
197;68;78.0;10.0
198;125;168.0;43.0
199;306;278.0;28.0
200;344;0;344
201;21;11.0;10.0
202;1830;1807.0;23.0
203;171;333.0;162.0
204;1029;866.0;163.0
205;1342;416.0;926.0
206;93;49.0;44.0
207;28;11.0;17.0
208;40;0;40
209;0;65.0;65.0
211;16;0;16
212;544;560.0;16.0
213;288;134.0;154.0
214;118;298.0;180.0
215;170;0;170
216;20;0;20
217;181;310.0;129.0
218;142;247.0;105.0
219;36;0;36
220;91;182.0;91.0
221;71;99.0;28.0
222;14;0;14
223;28;18.0;10.0
224;1008;862.0;146.0
225;6;24.0;18.0
226;25;0;25
227;51;85.0;34.0
228;87;99.0;12.0
229;941;0;941
230;84;65.0;19.0
231;23;0;23
232;32;0;32
233;407;0;407
234;53;0;53
235;1580;1192.0;388.0
236;943;0;943
237;36;913.0;877.0
238;892;0;892
239;162;103.0;59.0
240;185;196.0;11.0
241;22;0;22
242;75;0;75
243;94;37.0;57.0
244;21;40.0;19.0
245;58;2.0;56.0
246;31;26.0;5.0
247;15;34.0;19.0
248;22;0;22
249;320;0;320
250;375;0;375
251;21;28.0;7.0
252;52;76.0;24.0
253;22;0;22
254;75;16.0;59.0
255;26;0;26
256;28;0;28
257;27;14.0;13.0
259;28;0;28
260;44;15.0;29.0
261;21;14.0;7.0
262;388;1448.0;1060.0
263;1035;0;1035
264;42;44.0;2.0
265;1;0;1
267;55;64.0;9.0
268;60;49.0;11.0
269;97;36.0;61.0
270;259;204.0;55.0
271;3;0;3
272;27;22.0;5.0
273;391;0;391
274;491;0;491
275;164;0;164
276;621;125.0;496.0
277;531;0;531
278;970;683.0;287.0
279;880;445.0;435.0
280;36;0;36
281;108;0;108
282;125;0;125
283;8;26.0;18.0
284;43;50.0;7.0
285;26;36.0;10.0
286;109;14.0;95.0
287;27;0;27
288;41;0;41
289;65;76.0;11.0
290;42;14.0;28.0
291;23;1.0;22.0
292;622;0;622
293;955;332.0;623.0
294;107;21.0;86.0
295;21;0;21
296;593;0;593
297;918;304.0;614.0
298;25;0;25
299;208;238.0;30.0
300;28;0;28
301;237;299.0;62.0
302;35;14.0;21.0
304;24;10.0;14.0
305;15;40.0;25.0
306;19;29.0;10.0
307;29;14.0;15.0
308;539;21.0;518.0
309;888;276.0;612.0
310;83;1.0;82.0
311;100;49.0;51.0
312;15;0;15
313;8;0;8
314;17;14.0;3.0
315;12;0;12
316;113;63.0;50.0
317;35;0;35
318;17;205.0;188.0
319;636;651.0;15.0
320;29;0;29
321;405;500.0;95.0
322;51;177.0;126.0
323;63;28.0;35.0
324;1;14.0;13.0
325;45;0;45
326;1043;1044.0;1.0
327;26;0;26
328;7;0;7
329;19;25.0;6.0
330;24;0;24
331;863;879.0;16.0
332;9;0;9
333;4;0;4
334;37;0;37
335;173;27.0;146.0
336;254;180.0;74.0
337;39;17.0;22.0
338;16;0;16
339;26;0;26
340;50;175.0;125.0
341;43;0;43
342;44;0;44
343;81;0;81
344;24;254.0;230.0
345;118;62.0;56.0
346;137;58.0;79.0
347;21;0;21
348;33;0;33
349;192;0;192
350;25;14.0;11.0
351;7;0;7
352;353;0;353
353;0;527.0;527.0
354;77;57.0;20.0
355;23;0;23
356;20;39.0;19.0
357;18;14.0;4.0
358;20;22.0;2.0
359;26;42.0;16.0
360;242;49.0;193.0
362;237;48.0;189.0
363;29;22.0;7.0
364;71;0;71
365;558;963.0;405.0
366;60;0;60
367;1;10.0;9.0
368;73;0;73
369;24;11.0;13.0
370;99;21.0;78.0
371;1;0;1
372;17;3.0;14.0
373;0;8.0;8.0
374;136;0;136
375;598;674.0;76.0
376;91;0;91
377;22;8.0;14.0
379;113;67.0;46.0
380;144;78.0;66.0
382;101;42.0;59.0
383;45;16.0;29.0
384;24;15.0;9.0
385;1618;1637.0;19.0
386;1200;1197.0;3.0
387;9;0;9
388;20;14.0;6.0
389;49;28.0;21.0
390;12;21.0;9.0
391;187;233.0;46.0
392;191;0;191
393;136;0;136
394;1672;1485.0;187.0
395;1475;1292.0;183.0
396;268;0;268
397;346;10.0;336.0
398;185;0;185
399;28;24.0;4.0
403;50;54.0;4.0
404;445;25.0;420.0
405;394;202.0;192.0
406;45;0;45
407;89;20.0;69.0
408;33;7.0;26.0
409;45;964.0;919.0
410;29;0;29
411;19;22.0;3.0
412;20;14.0;6.0
413;924;134.0;790.0
414;248;150.0;98.0
415;27;0;27
416;72;0;72
417;13;0;13
418;22;0;22
419;60;61.0;1.0
420;132;0;132
421;86;116.0;30.0
422;286;148.0;138.0
423;12;23.0;11.0
424;1577;79.0;1498.0
425;168;180.0;12.0
426;17;9.0;8.0
427;102;122.0;20.0
428;29;0;29
429;71;145.0;74.0
430;276;101.0;175.0
431;28;0;28
432;17;14.0;3.0
433;364;362.0;2.0
434;23;35.0;12.0
435;493;421.0;72.0
436;34;34.0;0.0
437;1545;1143.0;402.0
438;52;0;52
439;23;38.0;15.0
440;21;5.0;16.0
441;152;116.0;36.0
442;198;100.0;98.0
443;17;49.0;32.0
444;22;39.0;17.0
445;1666;1698.0;32.0
446;21;35.0;14.0
447;1006;1019.0;13.0
448;37;25.0;12.0
449;323;311.0;12.0
450;357;1502.0;1145.0
451;1470;1475.0;5.0
452;339;1475.0;1136.0
453;1133;0;1133
454;85;0;85
455;120;98.0;22.0
457;703;680.0;23.0
458;458;0;458
459;338;30.0;308.0
460;333;0;333
461;934;910.0;24.0
462;551;549.0;2.0
463;263;0;263
464;15;0;15
465;39;0;39
466;64;0;64
467;82;29.0;53.0
468;19;30.0;11.0
469;162;253.0;91.0
470;172;81.0;91.0
471;559;562.0;3.0
472;575;581.0;6.0
473;70;64.0;6.0
474;37;35.0;2.0
475;24;0;24
476;103;0;103
477;759;822.0;63.0
478;420;165.0;255.0
479;21;14.0;7.0
480;22;4.0;18.0
481;179;994.0;815.0
482;891;0;891
483;70;0;70
484;23;8.0;15.0
485;73;28.0;45.0
486;26;13.0;13.0
487;16;0;16
488;453;0;453
489;481;520.0;39.0
490;14;14.0;0.0
491;484;45.0;439.0
492;510;478.0;32.0
493;18;27.0;9.0
494;753;771.0;18.0
495;1014;1036.0;22.0
496;646;0;646
497;124;126.0;2.0
498;49;133.0;84.0
499;24;23.0;1.0
500;1;0;1
501;16;0;16
503;97;198.0;101.0
504;0;14.0;14.0
506;224;363.0;139.0
507;178;23.0;155.0
508;116;0;116
509;147;118.0;29.0
510;156;0;156
511;423;227.0;196.0
512;109;0;109
513;99;0;99
514;295;219.0;76.0
515;209;38.0;171.0
516;541;22.0;519.0
517;71;0;71
518;267;8.0;259.0
519;285;61.0;224.0
520;278;0;278
521;211;0;211
522;0;120.0;120.0
523;37;143.0;106.0
524;158;12.0;146.0
525;980;539.0;441.0
526;59;0;59
527;1174;45.0;1129.0
528;908;757.0;151.0
529;80;237.0;157.0
530;768;846.0;78.0
531;13;0;13
532;1623;1656.0;33.0
533;1141;1109.0;32.0
534;1642;1670.0;28.0
535;327;223.0;104.0
536;11;0;11
537;1553;1710.0;157.0
538;153;0;153
539;72;0;72
540;1490;1512.0;22.0
541;822;836.0;14.0
542;755;796.0;41.0
543;1590;1612.0;22.0
544;1605;1617.0;12.0
545;1112;1084.0;28.0
546;37;26.0;11.0
547;1024;1033.0;9.0
548;1148;1110.0;38.0
549;720;699.0;21.0
550;338;108.0;230.0
551;18;0;18
552;24;0;24
553;74;0;74
554;621;485.0;136.0
555;677;718.0;41.0
556;667;471.0;196.0
557;683;702.0;19.0
558;43;28.0;15.0
559;32;0;32
560;66;153.0;87.0
561;59;0;59
562;233;0;233
563;31;14.0;17.0
564;2;214.0;212.0
565;211;112.0;99.0
566;21;0;21
567;451;0;451
568;251;104.0;147.0
569;45;74.0;29.0
570;475;33.0;442.0
571;549;173.0;376.0
572;125;113.0;12.0
573;95;103.0;8.0
574;721;171.0;550.0
575;436;452.0;16.0
576;38;48.0;10.0
577;364;349.0;15.0
578;76;0;76
579;14;57.0;43.0
580;377;350.0;27.0
581;96;0;96
582;25;120.0;95.0
583;18;0;18
584;19;14.0;5.0
585;16;14.0;2.0
