i;tmja_avant;tmja_apres;diff_tmja
1;246;197.0;49.0
2;240;80.0;160.0
3;138;0;138
4;700;620.0;80.0
5;438;517.0;79.0
6;508;513.0;5.0
7;106;191.0;85.0
8;21;60.0;39.0
11;839;838.0;1.0
12;35;9.0;26.0
13;102;113.0;11.0
14;24;0;24
15;296;0;296
16;284;89.0;195.0
17;32;0;32
18;632;655.0;23.0
19;473;66.0;407.0
20;123;61.0;62.0
21;1333;0;1333
22;539;1939.0;1400.0
23;221;145.0;76.0
24;1995;1993.0;2.0
25;82;0;82
26;488;467.0;21.0
27;104;0;104
28;415;0;415
29;242;0;242
30;725;724.0;1.0
31;2035;1951.0;84.0
32;192;151.0;41.0
33;215;155.0;60.0
34;292;240.0;52.0
35;303;0;303
36;34;48.0;14.0
37;358;250.0;108.0
38;288;89.0;199.0
39;335;0;335
41;135;157.0;22.0
43;964;1016.0;52.0
44;712;672.0;40.0
45;685;0;685
47;81;108.0;27.0
48;2;5.0;3.0
49;252;271.0;19.0
50;21;3.0;18.0
51;146;192.0;46.0
52;1;19.0;18.0
53;126;150.0;24.0
54;48;94.0;46.0
55;78;145.0;67.0
56;5;87.0;82.0
57;1327;1256.0;71.0
58;418;384.0;34.0
59;22;0;22
60;153;188.0;35.0
61;23;26.0;3.0
62;32;0;32
63;1068;1157.0;89.0
64;69;68.0;1.0
65;193;169.0;24.0
66;35;35.0;0.0
67;141;172.0;31.0
68;186;184.0;2.0
69;938;990.0;52.0
70;21;38.0;17.0
71;648;624.0;24.0
72;1;56.0;55.0
73;17;0;17
74;220;230.0;10.0
75;192;172.0;20.0
76;46;24.0;22.0
78;60;45.0;15.0
79;245;262.0;17.0
83;175;39.0;136.0
84;16;115.0;99.0
85;1000;1037.0;37.0
86;16;90.0;74.0
87;351;237.0;114.0
88;1169;1053.0;116.0
89;20;54.0;34.0
90;55;75.0;20.0
91;22;0;22
92;335;350.0;15.0
93;319;153.0;166.0
94;1136;1098.0;38.0
95;539;572.0;33.0
96;1282;1251.0;31.0
97;18;0;18
98;52;103.0;51.0
100;319;363.0;44.0
101;549;600.0;51.0
102;282;0;282
103;17;59.0;42.0
104;174;183.0;9.0
105;122;123.0;1.0
106;31;50.0;19.0
107;81;136.0;55.0
108;18;0;18
109;33;54.0;21.0
110;69;82.0;13.0
111;52;31.0;21.0
112;24;50.0;26.0
113;35;0;35
114;1583;1557.0;26.0
115;19;50.0;31.0
116;948;1059.0;111.0
117;45;44.0;1.0
118;209;186.0;23.0
119;25;51.0;26.0
120;68;127.0;59.0
121;18;21.0;3.0
122;310;0;310
123;27;0;27
125;66;124.0;58.0
128;49;80.0;31.0
129;89;90.0;1.0
130;269;94.0;175.0
131;312;21.0;291.0
132;6;0;6
133;390;355.0;35.0
134;441;426.0;15.0
135;467;242.0;225.0
136;159;112.0;47.0
137;50;55.0;5.0
138;113;158.0;45.0
139;145;103.0;42.0
140;23;96.0;73.0
141;25;21.0;4.0
142;906;245.0;661.0
143;25;88.0;63.0
144;174;182.0;8.0
146;230;275.0;45.0
147;20;0;20
148;23;25.0;2.0
149;15;140.0;125.0
150;609;589.0;20.0
151;621;609.0;12.0
152;167;199.0;32.0
153;70;96.0;26.0
155;259;0;259
156;316;0;316
157;13;64.0;51.0
158;6;35.0;29.0
159;17;26.0;9.0
160;258;294.0;36.0
161;35;0;35
162;23;50.0;27.0
163;23;0;23
164;50;61.0;11.0
165;11;0;11
166;147;131.0;16.0
167;16;14.0;2.0
168;341;311.0;30.0
170;25;1.0;24.0
171;76;43.0;33.0
172;17;0;17
173;70;80.0;10.0
174;22;21.0;1.0
176;23;12.0;11.0
177;21;8.0;13.0
178;23;25.0;2.0
180;67;111.0;44.0
181;21;46.0;25.0
182;24;0;24
184;51;108.0;57.0
185;42;0;42
186;32;76.0;44.0
188;132;103.0;29.0
190;50;34.0;16.0
191;1298;1260.0;38.0
192;6;76.0;70.0
193;173;1356.0;1183.0
194;115;53.0;62.0
195;1504;0;1504
196;201;1374.0;1173.0
197;260;261.0;1.0
198;173;120.0;53.0
201;372;347.0;25.0
202;14;20.0;6.0
203;25;19.0;6.0
204;976;1034.0;58.0
205;260;204.0;56.0
206;19;37.0;18.0
207;78;55.0;23.0
208;14;68.0;54.0
209;83;143.0;60.0
210;35;7.0;28.0
211;262;142.0;120.0
212;1473;0;1473
213;24;13.0;11.0
214;18;0;18
215;105;134.0;29.0
216;26;32.0;6.0
217;18;0;18
218;25;1.0;24.0
219;1553;1443.0;110.0
220;4;81.0;77.0
221;18;0;18
222;156;60.0;96.0
223;188;295.0;107.0
224;42;0;42
225;1682;1620.0;62.0
226;38;64.0;26.0
227;350;375.0;25.0
228;1535;1554.0;19.0
229;1503;1551.0;48.0
230;448;526.0;78.0
231;113;92.0;21.0
233;331;0;331
234;274;331.0;57.0
235;352;54.0;298.0
236;53;69.0;16.0
237;79;112.0;33.0
238;24;26.0;2.0
239;1018;990.0;28.0
240;23;46.0;23.0
241;151;205.0;54.0
242;565;575.0;10.0
243;58;75.0;17.0
244;123;194.0;71.0
245;392;173.0;219.0
246;203;269.0;66.0
247;14;0;14
248;84;106.0;22.0
249;19;165.0;146.0
250;486;0;486
251;462;402.0;60.0
252;25;0;25
253;534;563.0;29.0
254;1036;981.0;55.0
255;111;131.0;20.0
256;24;1.0;23.0
261;127;35.0;92.0
262;145;0;145
