i;tmja_avant;tmja_apres;diff_tmja
1;7;0;7
2;195;0;195
3;283;153.0;130.0
4;118;216.0;98.0
5;22;55.0;33.0
6;703;163.0;540.0
7;47;605.0;558.0
8;477;452.0;25.0
9;95;36.0;59.0
10;32;288.0;256.0
12;475;661.0;186.0
13;496;331.0;165.0
14;17;42.0;25.0
15;21;53.0;32.0
17;686;583.0;103.0
18;119;30.0;89.0
19;30;6.0;24.0
20;23;91.0;68.0
21;51;0;51
22;85;62.0;23.0
23;266;0;266
24;21;0;21
25;676;656.0;20.0
26;5;47.0;42.0
27;137;0;137
28;479;595.0;116.0
29;119;0;119
30;551;0;551
31;1201;0;1201
32;534;1338.0;804.0
33;1612;1366.0;246.0
34;29;0;29
35;72;110.0;38.0
36;39;0;39
37;896;862.0;34.0
38;57;0;57
39;1549;1541.0;8.0
40;1979;2175.0;196.0
41;90;0;90
42;518;489.0;29.0
43;56;662.0;606.0
44;6;0;6
45;96;18.0;78.0
46;829;735.0;94.0
47;442;0;442
48;479;0;479
49;269;231.0;38.0
50;7;812.0;805.0
51;44;166.0;122.0
52;121;0;121
53;197;91.0;106.0
54;1808;1946.0;138.0
55;233;96.0;137.0
56;41;44.0;3.0
57;126;174.0;48.0
58;13;11.0;2.0
59;302;17.0;285.0
60;3;32.0;29.0
61;219;251.0;32.0
62;30;48.0;18.0
63;336;0;336
64;378;13.0;365.0
66;122;112.0;10.0
67;936;926.0;10.0
68;785;792.0;7.0
69;68;0;68
70;469;803.0;334.0
71;1484;1448.0;36.0
72;999;132.0;867.0
73;3;0;3
74;629;953.0;324.0
75;982;794.0;188.0
76;57;0;57
77;65;82.0;17.0
78;243;257.0;14.0
79;32;0;32
80;130;168.0;38.0
81;45;0;45
82;96;134.0;38.0
83;40;0;40
84;2;76.0;74.0
85;28;111.0;83.0
86;139;106.0;33.0
87;95;0;95
88;46;24.0;22.0
89;27;0;27
90;3;0;3
91;58;25.0;33.0
92;56;96.0;40.0
93;36;0;36
94;64;142.0;78.0
95;47;0;47
96;8;0;8
97;79;294.0;215.0
98;213;334.0;121.0
99;113;0;113
100;246;0;246
101;35;0;35
102;212;18.0;194.0
103;272;250.0;22.0
104;470;344.0;126.0
105;90;62.0;28.0
106;28;57.0;29.0
107;24;28.0;4.0
108;6;84.0;78.0
109;21;0;21
110;94;253.0;159.0
111;279;0;279
112;977;904.0;73.0
113;99;190.0;91.0
114;25;0;25
115;101;164.0;63.0
116;208;146.0;62.0
117;200;173.0;27.0
118;37;0;37
119;279;183.0;96.0
120;151;38.0;113.0
121;319;113.0;206.0
123;688;0;688
124;174;0;174
125;46;76.0;30.0
126;677;564.0;113.0
128;10;70.0;60.0
129;233;263.0;30.0
130;18;0;18
131;66;51.0;15.0
132;26;28.0;2.0
133;46;0;46
134;213;0;213
135;21;69.0;48.0
136;27;0;27
137;73;0;73
138;0;55.0;55.0
139;60;13.0;47.0
140;89;40.0;49.0
141;413;0;413
142;310;535.0;225.0
143;199;199.0;0.0
144;129;0;129
147;0;8.0;8.0
148;128;0;128
149;150;196.0;46.0
150;159;145.0;14.0
151;36;0;36
152;1;42.0;41.0
153;1122;65.0;1057.0
154;47;202.0;155.0
155;923;955.0;32.0
156;18;37.0;19.0
157;303;545.0;242.0
158;17;0;17
159;235;205.0;30.0
160;16;0;16
161;1108;1081.0;27.0
162;366;532.0;166.0
163;1236;1037.0;199.0
164;23;56.0;33.0
165;49;0;49
166;62;0;62
167;124;124.0;0.0
168;27;0;27
169;1806;1974.0;168.0
170;145;537.0;392.0
171;1049;667.0;382.0
172;497;529.0;32.0
173;420;755.0;335.0
174;25;0;25
175;97;24.0;73.0
176;292;301.0;9.0
177;12;0;12
178;114;360.0;246.0
179;212;0;212
180;8;34.0;26.0
181;132;217.0;85.0
182;105;498.0;393.0
183;32;0;32
184;77;124.0;47.0
185;71;461.0;390.0
186;12;0;12
187;1227;950.0;277.0
188;17;0;17
189;1025;663.0;362.0
190;21;60.0;39.0
191;47;67.0;20.0
192;17;0;17
193;52;461.0;409.0
194;81;142.0;61.0
195;38;3.0;35.0
196;20;0;20
197;23;50.0;27.0
198;49;111.0;62.0
199;28;28.0;0.0
200;961;915.0;46.0
201;94;0;94
202;49;0;49
203;184;207.0;23.0
