i;tmja_avant;tmja_apres;diff_tmja
1;12;0;12
2;43;0;43
3;855;336.0;519.0
4;246;0;246
5;240;0;240
6;87;93.0;6.0
7;9;0;9
8;130;20.0;110.0
9;49;7.0;42.0
10;138;46.0;92.0
11;67;0;67
12;169;0;169
13;700;709.0;9.0
14;49;0;49
15;145;0;145
16;438;0;438
17;390;0;390
18;508;570.0;62.0
19;106;554.0;448.0
20;135;0;135
21;7;0;7
22;17;0;17
23;73;52.0;21.0
24;21;0;21
25;21;17.0;4.0
26;1;0;1
27;444;1329.0;885.0
28;1100;0;1100
29;510;0;510
30;20;0;20
31;49;117.0;68.0
32;18;0;18
35;739;419.0;320.0
36;839;637.0;202.0
37;116;0;116
38;25;0;25
39;166;119.0;47.0
40;35;0;35
41;76;0;76
42;102;76.0;26.0
43;24;26.0;2.0
44;296;0;296
45;284;529.0;245.0
46;32;0;32
47;632;26.0;606.0
48;11;0;11
49;4;0;4
50;84;0;84
51;520;0;520
52;473;0;473
53;123;87.0;36.0
54;552;0;552
55;612;0;612
56;1466;125.0;1341.0
57;1333;151.0;1182.0
58;539;0;539
59;1672;0;1672
60;57;331.0;274.0
61;39;0;39
62;879;9.0;870.0
63;48;0;48
64;21;229.0;208.0
65;215;107.0;108.0
66;18;0;18
67;21;0;21
68;167;29.0;138.0
69;221;439.0;218.0
70;1541;870.0;671.0
71;85;0;85
72;1995;61.0;1934.0
73;82;0;82
74;488;444.0;44.0
75;61;0;61
76;11;47.0;36.0
77;104;847.0;743.0
78;974;0;974
79;415;0;415
80;478;0;478
81;242;465.0;223.0
82;725;0;725
83;7;0;7
84;2035;45.0;1990.0
85;44;0;44
86;120;26.0;94.0
87;30;0;30
88;192;71.0;121.0
89;1822;0;1822
90;215;45.0;170.0
91;170;0;170
92;49;239.0;190.0
93;152;26.0;126.0
94;17;0;17
95;59;0;59
96;21;274.0;253.0
97;292;853.0;561.0
98;303;0;303
99;2;0;2
100;32;0;32
101;189;141.0;48.0
102;34;0;34
103;424;420.0;4.0
104;358;0;358
105;288;477.0;189.0
106;227;115.0;112.0
107;335;9.0;326.0
109;135;0;135
110;343;332.0;11.0
111;46;0;46
112;358;0;358
113;1032;259.0;773.0
114;20;0;20
115;140;0;140
116;861;676.0;185.0
117;39;1435.0;1396.0
118;52;0;52
119;89;0;89
120;434;216.0;218.0
122;268;0;268
123;1583;0;1583
124;1481;52.0;1429.0
125;964;1076.0;112.0
126;2;0;2
127;712;0;712
128;685;0;685
129;945;900.0;45.0
130;95;113.0;18.0
132;227;132.0;95.0
133;189;0;189
134;107;12.0;95.0
135;1;9.0;8.0
136;23;0;23
137;87;0;87
138;81;0;81
139;37;52.0;15.0
140;2;0;2
141;252;284.0;32.0
142;21;0;21
143;24;26.0;2.0
144;146;0;146
145;100;141.0;41.0
146;50;0;50
147;1;0;1
148;3;0;3
149;60;87.0;27.0
150;4;0;4
151;126;0;126
152;40;0;40
153;48;0;48
154;78;0;78
155;5;22.0;17.0
156;153;0;153
157;53;0;53
158;116;155.0;39.0
159;1327;1283.0;44.0
160;115;0;115
161;234;0;234
162;23;0;23
163;265;0;265
164;418;365.0;53.0
165;46;0;46
166;92;22.0;70.0
167;47;0;47
168;23;159.0;136.0
169;408;297.0;111.0
170;22;0;22
171;153;162.0;9.0
172;23;26.0;3.0
173;32;0;32
174;250;229.0;21.0
175;227;0;227
176;89;33.0;56.0
177;290;0;290
178;1068;799.0;269.0
179;69;0;69
180;23;310.0;287.0
181;89;366.0;277.0
182;193;0;193
183;139;0;139
184;189;0;189
185;143;317.0;174.0
186;35;36.0;1.0
187;40;0;40
188;262;19.0;243.0
189;141;11.0;130.0
190;174;90.0;84.0
191;79;233.0;154.0
192;303;0;303
193;1;0;1
194;186;55.0;131.0
195;733;0;733
196;938;931.0;7.0
197;427;0;427
198;1149;927.0;222.0
199;21;0;21
200;648;624.0;24.0
201;46;25.0;21.0
202;725;337.0;388.0
203;1;0;1
204;17;56.0;39.0
205;112;0;112
206;21;12.0;9.0
207;55;3.0;52.0
208;11;23.0;12.0
209;34;0;34
210;220;184.0;36.0
211;192;0;192
212;26;0;26
213;50;0;50
214;9;101.0;92.0
215;22;26.0;4.0
216;30;16.0;14.0
217;57;36.0;21.0
218;46;0;46
219;728;0;728
220;215;458.0;243.0
221;12;0;12
222;76;61.0;15.0
223;98;0;98
224;60;0;60
226;60;0;60
227;118;0;118
228;245;52.0;193.0
229;294;200.0;94.0
232;20;0;20
234;131;79.0;52.0
235;1064;0;1064
236;175;0;175
237;16;130.0;114.0
238;3;0;3
239;1195;1227.0;32.0
240;892;33.0;859.0
241;50;0;50
242;1000;936.0;64.0
243;6;25.0;19.0
244;63;0;63
245;27;0;27
246;283;19.0;264.0
247;16;19.0;3.0
248;1184;100.0;1084.0
249;351;1464.0;1113.0
250;1248;0;1248
251;1169;0;1169
252;1226;2164.0;938.0
253;995;0;995
254;24;87.0;63.0
255;20;0;20
256;20;54.0;34.0
257;23;315.0;292.0
258;459;165.0;294.0
259;55;0;55
260;22;0;22
261;75;0;75
262;135;0;135
263;335;165.0;170.0
264;319;298.0;21.0
265;1823;35.0;1788.0
266;162;0;162
267;1136;0;1136
268;539;424.0;115.0
269;919;1494.0;575.0
270;1282;0;1282
271;18;0;18
272;52;0;52
273;4;68.0;64.0
275;319;165.0;154.0
276;13;0;13
277;206;109.0;97.0
278;549;0;549
279;282;161.0;121.0
280;127;0;127
281;17;0;17
282;219;26.0;193.0
283;174;0;174
284;122;0;122
285;51;12.0;39.0
286;31;0;31
287;111;0;111
288;81;26.0;55.0
289;18;0;18
290;1363;0;1363
291;17;0;17
292;28;0;28
293;1096;0;1096
294;33;26.0;7.0
295;108;0;108
296;39;0;39
297;72;0;72
298;32;0;32
299;60;26.0;34.0
300;74;0;74
301;1027;285.0;742.0
302;1208;0;1208
303;69;0;69
304;52;1461.0;1409.0
305;22;26.0;4.0
306;24;0;24
307;424;448.0;24.0
308;35;0;35
309;1583;1739.0;156.0
310;19;0;19
311;84;0;84
312;948;580.0;368.0
313;89;0;89
314;42;0;42
315;45;35.0;10.0
316;900;0;900
317;209;23.0;186.0
318;171;3.0;168.0
319;233;0;233
320;200;133.0;67.0
321;44;0;44
322;16;0;16
323;79;69.0;10.0
324;25;51.0;26.0
325;68;0;68
326;29;121.0;92.0
327;18;26.0;8.0
328;25;0;25
329;310;0;310
330;357;0;357
331;27;35.0;8.0
