i;tmja_avant;tmja_apres;diff_tmja
1;865;834.0;31.0
2;266;179.0;87.0
3;6;34.0;28.0
4;79;155.0;76.0
5;186;20.0;166.0
6;21;180.0;159.0
7;695;644.0;51.0
8;37;31.0;6.0
9;122;214.0;92.0
10;347;340.0;7.0
11;528;515.0;13.0
12;79;0;79
13;4;92.0;88.0
14;14;46.0;32.0
15;74;0;74
16;15;71.0;56.0
18;1098;1072.0;26.0
19;22;0;22
20;1;36.0;35.0
21;66;46.0;20.0
23;818;681.0;137.0
24;178;64.0;114.0
25;36;10.0;26.0
26;71;40.0;31.0
27;80;72.0;8.0
28;288;251.0;37.0
29;655;704.0;49.0
30;16;0;16
31;704;713.0;9.0
32;117;0;117
33;562;0;562
34;605;82.0;523.0
35;1427;920.0;507.0
36;1288;974.0;314.0
37;594;410.0;184.0
38;1745;1753.0;8.0
39;23;15.0;8.0
40;219;250.0;31.0
41;28;0;28
42;174;204.0;30.0
43;208;115.0;93.0
44;41;0;41
45;1712;1695.0;17.0
46;526;503.0;23.0
47;960;333.0;627.0
48;434;617.0;183.0
49;230;0;230
50;473;445.0;28.0
51;12;0;12
52;2098;2090.0;8.0
53;114;182.0;68.0
54;30;0;30
55;192;232.0;40.0
56;183;155.0;28.0
57;157;612.0;455.0
58;656;64.0;592.0
59;27;0;27
60;64;21.0;43.0
61;15;13.0;2.0
62;297;254.0;43.0
63;24;0;24
64;25;38.0;13.0
65;218;190.0;28.0
66;311;0;311
67;0;43.0;43.0
68;135;125.0;10.0
69;33;15.0;18.0
70;341;54.0;287.0
71;993;20.0;973.0
72;15;50.0;35.0
73;133;0;133
74;828;636.0;192.0
75;40;0;40
76;48;0;48
77;101;0;101
78;455;218.0;237.0
79;2;0;2
80;275;279.0;4.0
81;986;241.0;745.0
82;51;0;51
83;82;91.0;9.0
84;0;33.0;33.0
85;75;0;75
86;195;0;195
87;19;326.0;307.0
88;1;0;1
89;42;137.0;95.0
90;101;0;101
91;92;31.0;61.0
93;259;192.0;67.0
94;34;43.0;9.0
95;23;3.0;20.0
96;130;121.0;9.0
97;93;99.0;6.0
98;2;91.0;89.0
99;53;0;53
101;42;0;42
102;85;79.0;6.0
103;40;0;40
104;2;0;2
105;67;3.0;64.0
106;1308;1224.0;84.0
107;1120;1020.0;100.0
108;238;203.0;35.0
109;277;53.0;224.0
110;96;83.0;13.0
111;47;67.0;20.0
112;69;34.0;35.0
113;96;0;96
114;34;0;34
115;434;353.0;81.0
116;11;151.0;140.0
117;22;7.0;15.0
118;234;101.0;133.0
119;97;1.0;96.0
120;257;0;257
121;115;64.0;51.0
122;58;0;58
123;108;58.0;50.0
124;199;74.0;125.0
125;286;246.0;40.0
126;173;139.0;34.0
127;88;0;88
128;323;303.0;20.0
130;755;0;755
131;967;68.0;899.0
132;70;0;70
133;689;705.0;16.0
134;0;13.0;13.0
135;16;0;16
136;44;67.0;23.0
137;20;0;20
138;43;0;43
139;178;0;178
140;26;36.0;10.0
141;31;5.0;26.0
142;54;38.0;16.0
143;47;9.0;38.0
144;719;305.0;414.0
145;17;0;17
146;23;0;23
147;62;29.0;33.0
148;0;34.0;34.0
149;62;0;62
151;0;21.0;21.0
152;0;283.0;283.0
153;20;10.0;10.0
154;1174;1200.0;26.0
155;48;12.0;36.0
156;246;284.0;38.0
157;966;891.0;75.0
158;64;56.0;8.0
159;285;4.0;281.0
160;13;0;13
161;1153;1406.0;253.0
162;369;76.0;293.0
163;1267;935.0;332.0
164;964;1237.0;273.0
165;22;0;22
166;34;30.0;4.0
167;24;34.0;10.0
168;59;11.0;48.0
169;18;0;18
170;76;0;76
171;300;311.0;11.0
172;1871;1894.0;23.0
173;1116;1117.0;1.0
174;533;855.0;322.0
175;876;864.0;12.0
176;1354;1043.0;311.0
177;94;67.0;27.0
178;420;211.0;209.0
179;17;22.0;5.0
180;57;12.0;45.0
181;96;0;96
183;279;314.0;35.0
184;118;164.0;46.0
185;11;40.0;29.0
186;101;110.0;9.0
187;55;68.0;13.0
188;27;1.0;26.0
189;102;127.0;25.0
190;9;0;9
191;1320;800.0;520.0
192;21;16.0;5.0
193;1100;563.0;537.0
194;19;31.0;12.0
195;1273;0;1273
196;73;53.0;20.0
197;27;37.0;10.0
198;24;34.0;10.0
199;1593;1533.0;60.0
200;69;121.0;52.0
201;907;772.0;135.0
202;38;90.0;52.0
203;178;193.0;15.0
204;190;0;190
205;20;0;20
206;20;11.0;9.0
207;20;5.0;15.0
208;364;83.0;281.0
209;25;0;25
210;0;8.0;8.0
211;21;15.0;6.0
213;66;11.0;55.0
