i;tmja_avant;tmja_apres;diff_tmja
1;38;0;38
2;891;842.0;49.0
3;232;195.0;37.0
4;260;0;260
5;11;0;11
6;119;276.0;157.0
7;71;0;71
8;123;115.0;8.0
9;92;0;92
10;28;0;28
11;697;0;697
12;154;7.0;147.0
13;438;0;438
14;397;0;397
15;487;782.0;295.0
16;109;411.0;302.0
17;128;0;128
18;63;0;63
19;18;45.0;27.0
20;1;0;1
21;441;560.0;119.0
22;1058;0;1058
23;542;0;542
24;19;10.0;9.0
25;37;0;37
26;20;0;20
27;0;35.0;35.0
28;21;0;21
29;62;0;62
30;35;0;35
31;0;30.0;30.0
32;729;881.0;152.0
33;830;848.0;18.0
34;122;9.0;113.0
35;24;34.0;10.0
36;197;290.0;93.0
37;71;46.0;25.0
38;61;0;61
39;86;10.0;76.0
40;26;10.0;16.0
41;18;0;18
42;691;701.0;10.0
43;13;0;13
44;5;0;5
45;720;717.0;3.0
46;124;21.0;103.0
47;90;50.0;40.0
48;503;146.0;357.0
49;439;0;439
50;116;0;116
51;514;0;514
52;591;179.0;412.0
53;1434;415.0;1019.0
54;1311;301.0;1010.0
55;1643;20.0;1623.0
56;19;0;19
57;79;61.0;18.0
58;917;260.0;657.0
59;45;0;45
60;19;0;19
61;212;157.0;55.0
62;19;0;19
63;29;0;29
64;173;127.0;46.0
65;80;0;80
66;1942;1832.0;110.0
67;1706;1718.0;12.0
68;72;0;72
69;19;12.0;7.0
70;118;0;118
71;948;0;948
72;404;165.0;239.0
73;250;192.0;58.0
74;424;335.0;89.0
75;725;349.0;376.0
76;6;0;6
77;2017;1758.0;259.0
78;45;0;45
79;120;20.0;100.0
80;22;10.0;12.0
81;207;0;207
82;1793;1768.0;25.0
83;228;0;228
84;149;44.0;105.0
85;50;36.0;14.0
86;131;250.0;119.0
87;666;0;666
88;22;25.0;3.0
89;67;0;67
90;22;0;22
91;302;737.0;435.0
92;311;0;311
93;7;0;7
94;25;0;25
95;206;0;206
96;191;20.0;171.0
97;445;258.0;187.0
98;34;0;34
99;306;601.0;295.0
100;237;0;237
101;395;448.0;53.0
103;139;48.0;91.0
104;362;383.0;21.0
105;36;0;36
106;368;0;368
107;1051;0;1051
108;1248;409.0;839.0
109;144;0;144
110;65;114.0;49.0
111;1;158.0;157.0
112;262;0;262
113;1606;967.0;639.0
114;7;0;7
115;710;0;710
116;670;101.0;569.0
117;994;40.0;954.0
118;81;0;81
119;88;0;88
121;68;73.0;5.0
122;244;269.0;25.0
123;26;0;26
124;137;40.0;97.0
125;127;0;127
126;3;45.0;42.0
127;25;0;25
128;49;0;49
129;80;181.0;101.0
130;90;0;90
131;50;84.0;34.0
132;1;0;1
