i;tmja_avant;tmja_apres;diff_tmja
1;246;129.0;117.0
2;240;115.0;125.0
3;138;0;138
4;169;178.0;9.0
5;700;797.0;97.0
6;49;14.0;35.0
7;145;94.0;51.0
8;438;415.0;23.0
9;508;513.0;5.0
10;106;102.0;4.0
11;21;11.0;10.0
12;21;60.0;39.0
13;510;489.0;21.0
16;839;864.0;25.0
17;35;9.0;26.0
18;102;113.0;11.0
19;24;0;24
20;296;0;296
21;284;241.0;43.0
22;32;0;32
23;632;595.0;37.0
24;520;397.0;123.0
25;473;0;473
26;123;375.0;252.0
27;612;661.0;49.0
28;1333;0;1333
29;539;1939.0;1400.0
30;879;977.0;98.0
31;167;197.0;30.0
32;221;133.0;88.0
33;1541;1217.0;324.0
34;1995;2019.0;24.0
35;82;0;82
36;488;467.0;21.0
37;11;0;11
38;104;141.0;37.0
39;415;0;415
40;242;0;242
41;725;724.0;1.0
42;2035;1943.0;92.0
43;192;151.0;41.0
44;1822;1788.0;34.0
45;215;155.0;60.0
46;152;0;152
47;292;240.0;52.0
48;303;0;303
49;2;1.0;1.0
50;189;221.0;32.0
51;34;80.0;46.0
52;424;420.0;4.0
53;358;98.0;260.0
54;288;241.0;47.0
55;335;0;335
57;135;80.0;55.0
58;1032;1001.0;31.0
59;20;73.0;53.0
61;268;108.0;160.0
62;964;1044.0;80.0
63;712;644.0;68.0
64;685;0;685
66;87;138.0;51.0
67;81;40.0;41.0
68;2;5.0;3.0
69;252;271.0;19.0
70;21;3.0;18.0
71;146;158.0;12.0
72;1;19.0;18.0
73;126;142.0;16.0
74;48;0;48
75;78;196.0;118.0
76;5;27.0;22.0
77;1327;920.0;407.0
78;418;384.0;34.0
79;22;0;22
80;153;188.0;35.0
81;23;26.0;3.0
82;32;0;32
83;89;351.0;262.0
84;1068;869.0;199.0
85;69;117.0;48.0
86;23;0;23
87;193;42.0;151.0
88;189;36.0;153.0
89;35;149.0;114.0
90;262;174.0;88.0
91;141;84.0;57.0
92;1;0;1
93;186;241.0;55.0
94;938;1018.0;80.0
95;21;38.0;17.0
96;648;624.0;24.0
97;46;0;46
98;725;657.0;68.0
99;1;0;1
100;17;56.0;39.0
101;34;0;34
102;220;316.0;96.0
103;192;146.0;46.0
104;46;24.0;22.0
105;76;121.0;45.0
107;60;19.0;41.0
108;245;343.0;98.0
109;294;304.0;10.0
113;175;101.0;74.0
114;16;142.0;126.0
115;3;0;3
116;1000;1037.0;37.0
117;63;68.0;5.0
118;16;311.0;295.0
119;1184;5.0;1179.0
120;351;116.0;235.0
121;1169;0;1169
122;20;54.0;34.0
123;459;457.0;2.0
124;55;75.0;20.0
125;22;0;22
126;135;111.0;24.0
127;335;346.0;11.0
128;319;0;319
129;162;85.0;77.0
130;1136;1070.0;66.0
131;539;499.0;40.0
132;1282;1324.0;42.0
133;18;0;18
134;52;154.0;102.0
136;319;333.0;14.0
137;549;500.0;49.0
138;282;0;282
139;17;91.0;74.0
140;219;300.0;81.0
141;174;209.0;35.0
142;122;72.0;50.0
143;31;0;31
144;81;52.0;29.0
145;18;8.0;10.0
146;1363;1474.0;111.0
147;28;0;28
148;33;26.0;7.0
149;39;65.0;26.0
150;74;116.0;42.0
151;69;181.0;112.0
152;52;0;52
153;24;448.0;424.0
154;424;0;424
155;35;0;35
