i;tmja_avant;tmja_apres;diff_tmja
1;770;864.0;94.0
2;11;18.0;7.0
3;505;576.0;71.0
5;731;740.0;9.0
6;132;130.0;2.0
7;1240;1249.0;9.0
8;2008;2052.0;44.0
9;108;100.0;8.0
10;24;22.0;2.0
11;194;184.0;10.0
12;272;268.0;4.0
13;0;16.0;16.0
14;473;511.0;38.0
15;244;278.0;34.0
16;0;22.0;22.0
17;45;42.0;3.0
18;18;24.0;6.0
19;1;0;1
20;243;261.0;18.0
21;25;80.0;55.0
22;60;61.0;1.0
23;0;8.0;8.0
24;701;699.0;2.0
25;419;422.0;3.0
26;4;0;4
27;237;185.0;52.0
28;165;212.0;47.0
30;395;0;395
31;0;51.0;51.0
32;0;52.0;52.0
34;21;24.0;3.0
35;1828;1849.0;21.0
36;136;111.0;25.0
37;40;52.0;12.0
38;20;17.0;3.0
39;1238;1241.0;3.0
40;17;27.0;10.0
41;120;115.0;5.0
42;21;14.0;7.0
43;291;288.0;3.0
44;0;2.0;2.0
45;16;26.0;10.0
46;0;6.0;6.0
47;38;43.0;5.0
48;10;18.0;8.0
49;20;28.0;8.0
50;919;956.0;37.0
51;20;23.0;3.0
52;14;0;14
53;0;13.0;13.0
54;12;21.0;9.0
55;272;282.0;10.0
56;23;24.0;1.0
57;838;836.0;2.0
58;18;24.0;6.0
60;89;84.0;5.0
61;114;119.0;5.0
62;6;0;6
63;28;18.0;10.0
65;77;74.0;3.0
68;48;46.0;2.0
70;134;168.0;34.0
71;547;520.0;27.0
73;112;141.0;29.0
74;0;8.0;8.0
75;27;21.0;6.0
76;19;21.0;2.0
77;1232;1196.0;36.0
78;464;478.0;14.0
79;418;30.0;388.0
80;0;29.0;29.0
83;26;30.0;4.0
84;8;64.0;56.0
85;24;55.0;31.0
86;18;50.0;32.0
87;231;279.0;48.0
88;146;171.0;25.0
89;26;21.0;5.0
91;1192;1210.0;18.0
92;64;66.0;2.0
93;1501;1493.0;8.0
94;148;154.0;6.0
95;577;571.0;6.0
96;54;61.0;7.0
97;764;812.0;48.0
98;451;445.0;6.0
99;205;225.0;20.0
100;0;5.0;5.0
101;24;22.0;2.0
102;124;121.0;3.0
103;176;175.0;1.0
105;24;58.0;34.0
106;1119;1122.0;3.0
107;1637;1643.0;6.0
108;12;20.0;8.0
109;156;182.0;26.0
110;956;993.0;37.0
111;752;772.0;20.0
112;726;743.0;17.0
113;698;704.0;6.0
115;24;57.0;33.0
116;45;19.0;26.0
117;342;374.0;32.0
118;529;509.0;20.0
