i;tmja_avant;tmja_apres;diff_tmja
1;36;0;36
2;253;259.0;6.0
3;131;19.0;112.0
4;73;51.0;22.0
5;89;0;89
6;165;136.0;29.0
7;46;94.0;48.0
8;466;410.0;56.0
9;27;0;27
10;57;121.0;64.0
11;487;513.0;26.0
12;22;0;22
13;50;126.0;76.0
15;61;107.0;46.0
16;43;0;43
17;1;0;1
18;749;767.0;18.0
19;826;1031.0;205.0
20;105;0;105
21;68;36.0;32.0
22;64;93.0;29.0
23;87;164.0;77.0
24;22;1.0;21.0
25;476;580.0;104.0
26;488;0;488
27;561;595.0;34.0
28;26;30.0;4.0
29;68;293.0;225.0
30;47;63.0;16.0
31;17;0;17
32;210;201.0;9.0
33;27;0;27
34;229;0;229
35;1572;1451.0;121.0
36;97;78.0;19.0
37;41;42.0;1.0
38;18;0;18
39;523;196.0;327.0
40;773;794.0;21.0
41;8;0;8
42;2067;2041.0;26.0
43;117;152.0;35.0
44;1848;1814.0;34.0
45;39;61.0;22.0
46;676;631.0;45.0
47;61;120.0;59.0
48;293;273.0;20.0
49;10;157.0;147.0
50;185;207.0;22.0
51;31;0;31
52;414;451.0;37.0
53;28;0;28
54;226;208.0;18.0
55;300;690.0;390.0
57;43;0;43
58;333;20.0;313.0
59;22;252.0;230.0
60;45;0;45
61;52;0;52
62;82;131.0;49.0
63;0;33.0;33.0
64;6;20.0;14.0
65;727;706.0;21.0
66;77;65.0;12.0
68;21;0;21
69;82;57.0;25.0
70;256;231.0;25.0
71;25;0;25
72;17;0;17
73;89;51.0;38.0
74;40;0;40
75;20;16.0;4.0
76;0;10.0;10.0
77;65;58.0;7.0
78;9;0;9
79;108;67.0;41.0
80;142;179.0;37.0
81;134;52.0;82.0
82;224;51.0;173.0
83;194;265.0;71.0
84;265;204.0;61.0
85;467;462.0;5.0
86;80;112.0;32.0
87;63;100.0;37.0
88;84;108.0;24.0
89;15;0;15
90;3;59.0;56.0
91;30;0;30
92;200;175.0;25.0
93;104;46.0;58.0
94;144;144.0;0.0
95;156;177.0;21.0
97;175;146.0;29.0
98;400;462.0;62.0
99;14;0;14
100;65;95.0;30.0
101;3;0;3
102;22;23.0;1.0
103;73;18.0;55.0
104;78;7.0;71.0
105;58;29.0;29.0
106;9;54.0;45.0
107;22;0;22
108;41;0;41
109;15;124.0;109.0
110;18;26.0;8.0
111;60;97.0;37.0
112;761;580.0;181.0
113;23;2.0;21.0
114;0;22.0;22.0
115;171;233.0;62.0
116;375;486.0;111.0
117;127;54.0;73.0
118;341;308.0;33.0
119;224;227.0;3.0
120;121;262.0;141.0
121;293;65.0;228.0
124;0;25.0;25.0
125;178;0;178
127;915;955.0;40.0
128;1115;1084.0;31.0
129;347;0;347
130;1274;1295.0;21.0
131;22;138.0;116.0
132;20;46.0;26.0
133;19;80.0;61.0
134;454;428.0;26.0
135;19;37.0;18.0
136;325;297.0;28.0
137;28;0;28
138;156;21.0;135.0
139;833;631.0;202.0
140;1335;1568.0;233.0
