i;tmja_avant;tmja_apres;diff_tmja
1;11;343.3333333333334;332.3333333333334
2;31;0;31
3;824;524.9999999999999;299.0000000000001
4;234;492.6666666666667;258.6666666666667
5;260;0;260
6;85;7.666666666666654;77.33333333333334
7;8;0;8
8;135;40.999999999999986;94.00000000000001
9;80;45.66666666666667;34.33333333333333
10;185;70.66666666666667;114.33333333333333
11;23;20.333333333333332;2.666666666666668
12;714;0;714
13;124;564.0;440.0
14;449;0;449
15;395;0;395
16;504;130.0;374.0
17;106;226.66666666666666;120.66666666666666
18;115;0;115
19;8;0;8
20;75;67.33333333333333;7.666666666666671
21;21;53.666666666666686;32.666666666666686
22;1;0;1
23;1060;751.6666666666665;308.3333333333335
24;452;59.33333333333334;392.66666666666663
25;20;0;20
26;38;138.0;100.0
27;31;0;31
28;1;23.333333333333332;22.333333333333332
29;59;32.3333333333333;26.6666666666667
30;41;0.3333333333333357;40.666666666666664
31;1;72.33333333333336;71.33333333333336
32;791;646.6666666666666;144.33333333333337
33;125;124.33333333333337;0.6666666666666288
34;40;0;40
35;83;72.33333333333333;10.666666666666671
36;72;0;72
37;292;0;292
38;287;0;287
39;21;665.3333333333329;644.3333333333329
40;4;0;4
41;679;234.99999999999986;444.0000000000001
42;119;0;119
43;473;0;473
44;114;0;114
45;575;594.0;19.0
46;608;0;608
47;560;521.3333333333334;38.66666666666663
48;1670;1648.3333333333333;21.666666666666742
49;81;142.33333333333334;61.33333333333334
50;41;0;41
51;882;247.3333333333334;634.6666666666666
52;42;0;42
53;211;252.33333333333337;41.33333333333337
54;11;0;11
55;25;4.666666666666668;20.333333333333332
56;165;191.33333333333334;26.333333333333343
57;215;0;215
58;1518;988.0000000000001;529.9999999999999
59;1706;1653.6666666666667;52.33333333333326
60;500;489.6666666666667;10.333333333333314
61;55;46.33333333333333;8.666666666666671
62;24;0;24
63;928;745.3333333333333;182.66666666666674
64;420;195.66666666666669;224.33333333333331
65;474;307.6666666666667;166.33333333333331
66;508;0;508
67;692;0;692
68;267;0;267
69;19;0;19
70;116;184.66666666666674;68.66666666666674
71;27;33.33333333333333;6.333333333333329
72;1794;1822.3333333333333;28.333333333333258
73;175;141.66666666666666;33.33333333333334
74;49;0;49
75;156;37.33333333333337;118.66666666666663
76;711;539.6666666666666;171.33333333333337
77;26;114.33333333333333;88.33333333333333
78;72;0;72
79;307;0;307
80;306;513.333333333333;207.33333333333303
81;33;0;33
82;197;237.0;40.0
83;42;0;42
84;330;407.00000000000006;77.00000000000006
85;295;113.66666666666657;181.33333333333343
86;316;252.66666666666666;63.33333333333334
88;367;196.99999999999994;170.00000000000006
89;52;0;52
90;354;155.6666666666667;198.3333333333333
91;1050;0;1050
92;1226;943.9999999999997;282.00000000000034
93;133;0;133
94;37;506.6666666666666;469.6666666666666
95;61;0;61
96;92;0;92
97;434;22.666666666666725;411.33333333333326
98;0;140.33333333333334;140.33333333333334
99;296;0;296
100;253;224.33333333333331;28.666666666666686
101;945;225.33333333333334;719.6666666666666
102;670;0;670
103;36;55.000000000000014;19.000000000000014
104;86;0;86
105;1;0;1
106;223;333.99999999999994;110.99999999999994
107;221;0;221
108;22;0;22
109;129;60.999999999999986;68.00000000000001
110;131;0;131
111;1;22.66666666666667;21.66666666666667
112;18;22.999999999999993;4.999999999999993
113;45;0;45
114;96;0;96
115;20;0;20
116;40;25.333333333333332;14.666666666666668
117;18;0;18
118;0;28.00000000000001;28.00000000000001
119;4;0;4
120;57;75.66666666666667;18.66666666666667
121;98;34.33333333333334;63.66666666666666
122;44;63.33333333333333;19.33333333333333
123;47;58.33333333333333;11.333333333333329
124;136;133.33333333333334;2.666666666666657
125;198;119.66666666666666;78.33333333333334
126;121;0;121
127;1311;751.0000000000001;559.9999999999999
128;324;0;324
129;215;0;215
130;1120;639.6666666666667;480.33333333333326
131;81;400.33333333333326;319.33333333333326
132;261;230.33333333333334;30.666666666666657
133;46;0;46
134;91;333.00000000000006;242.00000000000006
135;95;118.33333333333333;23.33333333333333
136;75;97.66666666666666;22.666666666666657
137;84;0;84
138;18;0;18
139;19;0;19
140;146;126.33333333333331;19.666666666666686
141;10;0;10
142;12;7.666666666666668;4.333333333333332
143;74;320.3333333333333;246.33333333333331
144;258;189.33333333333331;68.66666666666669
145;1016;0;1016
146;94;634.0000000000001;540.0000000000001
147;69;0;69
148;19;0;19
149;96;529.3333333333334;433.33333333333337
150;145;0;145
151;178;0;178
152;152;538.6666666666666;386.66666666666663
153;32;364.0;332.0
154;46;0;46
155;270;0;270
156;157;0;157
157;102;270.3333333333333;168.33333333333331
159;179;211.66666666666669;32.666666666666686
160;739;0;739
161;912;50.666666666666686;861.3333333333333
162;1098;179.66666666666669;918.3333333333333
163;656;100.99999999999986;555.0000000000001
164;77;64.66666666666667;12.333333333333329
165;21;37.33333333333333;16.33333333333333
166;119;52.6666666666667;66.3333333333333
167;18;21.333333333333332;3.333333333333332
168;19;0;19
169;64;105.99999999999999;41.999999999999986
170;18;0;18
171;31;0;31
172;18;51.33333333333333;33.33333333333333
173;719;237.33333333333334;481.66666666666663
174;255;0;255
175;83;172.33333333333334;89.33333333333334
176;69;14.33333333333334;54.66666666666666
178;81;5.666666666666682;75.33333333333331
179;375;0;375
180;152;0;152
181;203;277.6666666666667;74.66666666666669
182;278;260.66666666666595;17.333333333334053
185;0;6.333333333333332;6.333333333333332
186;153;0;153
187;158;81.33333333333331;76.66666666666669
188;1070;919.3333333333334;150.66666666666663
189;2;108.66666666666666;106.66666666666666
190;899;722.3333333333329;176.66666666666708
191;262;0;262
192;1015;181.33333333333383;833.6666666666662
193;5;14.666666666666664;9.666666666666664
194;67;24.666666666666668;42.33333333333333
195;303;38.66666666666667;264.3333333333333
196;28;0;28
197;264;58.33333333333332;205.66666666666669
198;9;0;9
199;1234;703.6666666666664;530.3333333333336
200;1155;2225.333333333333;1070.333333333333
201;1218;161.00000000000048;1056.9999999999995
202;1224;1145.6666666666667;78.33333333333326
203;1013;0;1013
204;33;103.99999999999999;70.99999999999999
205;20;0;20
206;15;24.333333333333332;9.333333333333332
207;440;412.0;28.0
208;11;0;11
209;452;395.6666666666667;56.333333333333314
210;82;37.66666666666667;44.33333333333333
211;114;83.0;31.0
212;329;84.33333333333333;244.66666666666669
213;24;60.666666666666515;36.666666666666515
214;1147;1168.3333333333333;21.333333333333258
215;529;413.0;116.0
216;920;870.3333333333334;49.66666666666663
217;1275;376.33333333333314;898.6666666666669
218;100;43.00000000000006;56.99999999999994
219;383;0;383
220;31;0;31
221;1;54.66666666666667;53.66666666666667
222;1;0;1
223;321;329.0;8.0
224;8;0;8
225;37;0;37
226;101;184.0;83.0
227;231;0;231
228;282;0;282
229;150;0;150
230;185;349.3333333333333;164.33333333333331
231;16;31.0;15.0
232;18;0;18
233;185;229.33333333333334;44.33333333333334
234;89;76.0;13.0
235;34;0;34
236;77;52.0;25.0
237;17;0;17
238;13;35.33333333333333;22.33333333333333
239;112;72.33333333333333;39.66666666666667
240;58;64.0;6.0
241;12;0;12
242;61;44.33333333333333;16.66666666666667
243;21;0;21
244;84;0;84
245;1043;0;1043
246;1205;396.66666666666646;808.3333333333335
247;81;0;81
248;42;526.9999999999999;484.9999999999999
249;27;0;27
250;36;473.3333333333333;437.3333333333333
251;415;0;415
252;45;0;45
253;20;0;20
254;63;0;63
255;71;0;71
256;34;0;34
257;52;0;52
258;885;288.66666666666674;596.3333333333333
259;208;157.3333333333334;50.6666666666666
260;238;308.00000000000006;70.00000000000006
261;42;0;42
262;26;20.333333333333332;5.666666666666668
263;67;0;67
264;28;20.333333333333332;7.666666666666668
265;75;60.999999999999986;14.000000000000014
266;21;0;21
267;21;41.33333333333333;20.33333333333333
268;369;0;369
269;32;0;32
270;20;0;20
271;1;0;1
272;39;0;39
273;65;98.0;33.0
274;23;82.66666666666666;59.66666666666666
275;24;0;24
276;15;20.333333333333332;5.333333333333332
277;0;0.3333333333333357;0.3333333333333357
278;28;0;28
279;40;40.33333333333333;0.3333333333333286
280;18;20.333333333333332;2.333333333333332
281;336;489.3333333333333;153.33333333333331
282;68;0;68
283;1086;0;1086
284;37;22.333333333333332;14.666666666666668
286;29;48.33333333333334;19.333333333333343
287;2;0;2
288;69;0;69
289;99;69.33333333333334;29.666666666666657
290;242;15.333333333333332;226.66666666666666
291;269;9.0;260.0
292;5;0;5
293;348;17.0;331.0
294;7;0;7
295;16;20.333333333333332;4.333333333333332
296;377;34.6666666666667;342.3333333333333
297;468;539.6666666666666;71.66666666666663
298;175;0;175
299;615;0;615
300;122;257.6666666666667;135.66666666666669
301;508;325.0;183.0
302;937;0;937
303;922;1204.6666666666665;282.6666666666665
304;441;0;441
305;62;0;62
306;59;72.33333333333333;13.333333333333329
307;107;0;107
308;23;20.333333333333332;2.666666666666668
309;119;101.66666666666666;17.333333333333343
310;58;0;58
311;29;14.666666666666668;14.333333333333332
312;36;7.333333333333336;28.666666666666664
313;65;60.99999999999999;4.000000000000007
314;19;0;19
315;631;0;631
316;863;195.66666666666669;667.3333333333333
317;27;0;27
318;57;36.33333333333333;20.66666666666667
319;107;0;107
320;585;0;585
321;826;155.0;671.0
322;27;0;27
323;168;0;168
324;25;171.0;146.0
325;8;124.33333333333333;116.33333333333333
326;13;94.33333333333333;81.33333333333333
327;196;0;196
328;21;28.000000000000018;7.000000000000018
330;20;20.333333333333332;0.33333333333333215
331;50;119.33333333333333;69.33333333333333
332;240;0;240
333;28;0.6666666666666679;27.333333333333332
334;18;20.333333333333332;2.333333333333332
335;21;0;21
336;530;0;530
337;790;114.33333333333334;675.6666666666666
338;98;91.66666666666667;6.333333333333329
339;22;0;22
340;9;0;9
341;23;20.333333333333332;2.666666666666668
342;9;0;9
343;16;20.333333333333332;4.333333333333332
344;35;40.666666666666664;5.666666666666664
345;24;0;24
346;568;607.3333333333334;39.33333333333337
347;24;0;24
348;26;0;26
349;175;0;175
350;325;434.33333333333337;109.33333333333337
351;43;0;43
353;40;0;40
354;264;0;264
355;1080;1109.6666666666665;29.666666666666515
356;18;0;18
357;51;8.0;43.0
358;34;54.33333333333333;20.33333333333333
359;923;0;923
360;158;0;158
361;928;71.00000000000001;857.0
362;907;0;907
363;25;0;25
364;5;0;5
365;8;24.333333333333332;16.333333333333332
366;19;20.333333333333332;1.3333333333333321
367;46;0;46
368;23;58.33333333333333;35.33333333333333
369;184;0;184
370;259;0;259
371;31;0;31
372;32;0;32
373;61;0;61
374;35;54.999999999999986;19.999999999999986
375;51;34.66666666666666;16.333333333333343
376;119;0;119
377;141;152.33333333333334;11.333333333333343
378;20;40.33333333333333;20.33333333333333
379;42;148.0;106.0
380;198;24.666666666666668;173.33333333333334
381;121;0;121
382;23;20.333333333333332;2.666666666666668
383;33;0;33
384;19;0;19
385;7;0;7
386;364;0;364
387;0;213.3333333333333;213.3333333333333
388;54;0;54
389;79;38.33333333333333;40.66666666666667
390;29;0;29
391;61;0;61
392;122;79.0;43.0
393;18;12.333333333333332;5.666666666666668
394;16;0;16
395;34;20.333333333333332;13.666666666666668
396;21;20.333333333333332;0.6666666666666679
397;193;190.66666666666669;2.3333333333333144
398;234;0;234
399;0;13.333333333333343;13.333333333333343
400;18;43.33333333333333;25.33333333333333
401;16;0;16
402;21;41.666666666666664;20.666666666666664
403;22;20.333333333333332;1.6666666666666679
404;24;0;24
405;62;61.0;1.0
406;27;0;27
407;74;0;74
409;41;40.66666666666667;0.3333333333333286
410;26;0;26
411;17;20.333333333333332;3.333333333333332
412;92;51.00000000000001;40.99999999999999
413;6;64.33333333333334;58.33333333333334
414;20;20.333333333333332;0.33333333333333215
415;15;0;15
416;0;466.3333333333333;466.3333333333333
417;49;0;49
418;124;0;124
419;511;434.33333333333337;76.66666666666663
420;84;0;84
421;81;170.0;89.0
422;32;0;32
423;22;165.0;143.0
425;108;323.66666666666674;215.66666666666674
427;16;0;16
428;40;144.66666666666666;104.66666666666666
429;21;0;21
430;25;20.333333333333332;4.666666666666668
431;1298;1267.6666666666667;30.333333333333258
432;6;0;6
433;34;90.33333333333333;56.33333333333333
434;37;0;37
435;693;0;693
436;18;0;18
437;197;119.33333333333348;77.66666666666652
438;164;87.99999999999986;76.00000000000014
439;135;102.00000000000006;32.99999999999994
440;1471;1475.3333333333333;4.3333333333332575
441;258;499.0;241.0
442;531;0;531
443;496;278.0;218.0
444;194;0;194
445;21;30.0;9.0
447;0;19.0;19.0
448;1;0;1
449;383;89.33333333333334;293.66666666666663
450;372;286.0;86.0
451;44;0;44
452;95;41.0;54.0
453;24;0;24
454;43;1.6666666666666679;41.33333333333333
455;21;33.66666666666666;12.666666666666657
456;1;0;1
457;23;0;23
458;924;0;924
459;23;2.666666666666668;20.333333333333332
460;24;20.333333333333332;3.666666666666668
461;19;372.33333333333326;353.33333333333326
462;77;0;77
463;13;0;13
464;27;20.333333333333332;6.666666666666668
465;95;0;95
466;57;331.66666666666663;274.66666666666663
467;27;0;27
468;69;61.0;8.0
469;19;0;19
470;156;0;156
471;89;276.99999999999926;187.99999999999926
472;23;0;23
473;24;38.33333333333333;14.333333333333329
474;1552;57.66666666666666;1494.3333333333333
475;186;0;186
476;23;0;23
477;180;183.66666666666669;3.6666666666666856
478;14;20.333333333333332;6.333333333333332
479;105;129.33333333333334;24.333333333333343
480;21;20.333333333333332;0.6666666666666679
481;85;0;85
482;258;369.9999999999993;111.99999999999932
483;30;0;30
484;19;20.333333333333332;1.3333333333333321
485;20;0;20
486;384;20.333333333333332;363.6666666666667
487;27;20.333333333333332;6.666666666666668
488;719;0;719
489;13;0;13
490;457;0;457
491;68;40.666666666666664;27.333333333333336
492;27;20.333333333333332;6.666666666666668
493;1520;1020.3333333333335;499.6666666666665
494;40;0;40
495;9;0;9
496;17;0;17
497;24;0;24
498;179;0;179
499;193;118.66666666666664;74.33333333333336
500;24;0;24
501;20;20.333333333333332;0.33333333333333215
502;261;231.66666666666669;29.333333333333314
503;18;0;18
504;22;0;22
505;47;85.66666666666666;38.66666666666666
506;19;0.6666666666666679;18.333333333333332
507;1667;1643.0;24.0
508;27;53.33333333333326;26.333333333333258
509;17;0;17
510;339;0;339
511;1523;1517.0;6.0
512;349;325.6666666666667;23.333333333333314
513;1171;1191.3333333333333;20.333333333333258
514;1538;0;1538
515;471;479.3333333333333;8.333333333333314
516;112;206.3333333333334;94.3333333333334
517;80;15.999999999999943;64.00000000000006
518;121;78.33333333333327;42.66666666666673
519;0;414.6666666666664;414.6666666666664
520;673;94.66666666666653;578.3333333333335
521;1211;0;1211
522;245;0;245
523;905;1931.9999999999995;1026.9999999999995
524;1531;0;1531
525;257;0;257
526;73;32.66666666666667;40.33333333333333
527;38;86.33333333333333;48.33333333333333
528;69;3.666666666666657;65.33333333333334
529;1068;0;1068
530;1031;1069.0;38.0
531;156;141.0;15.0
532;170;0;170
533;533;455.00000000000006;77.99999999999994
534;502;454.6666666666667;47.333333333333314
535;43;425.6666666666667;382.6666666666667
536;533;90.33333333333333;442.6666666666667
537;69;475.33333333333337;406.33333333333337
538;468;0;468
539;79;73.33333333333333;5.666666666666671
540;24;0;24
541;53;0;53
542;129;3031.333333333333;2902.333333333333
543;233;0;233
544;22;20.333333333333332;1.6666666666666679
545;31;26.33333333333334;4.666666666666661
546;40;74.99999999999999;34.999999999999986
547;202;166.99999999999997;35.00000000000003
548;16;0;16
549;25;0;25
550;19;20.333333333333332;1.3333333333333321
551;885;0;885
552;24;109.33333333333333;85.33333333333333
553;69;0;69
554;21;0;21
555;24;20.333333333333332;3.666666666666668
556;470;399.6666666666667;70.33333333333331
557;454;96.99999999999994;357.00000000000006
558;29;41.33333333333333;12.333333333333329
559;517;1030.3333333333333;513.3333333333333
560;489;0;489
561;22;0;22
562;30;20.333333333333332;9.666666666666668
563;728;0;728
564;1044;1069.0;25.0
565;1094;0;1094
566;596;193.0;403.0
567;513;434.66666666666674;78.33333333333326
568;91;43.33333333333333;47.66666666666667
569;44;127.33333333333331;83.33333333333331
570;1;0;1
572;68;0;68
573;16;41.33333333333333;25.33333333333333
575;27;85.66666666666666;58.66666666666666
576;22;0;22
577;117;152.33333333333334;35.33333333333334
578;163;213.00000000000003;50.00000000000003
579;2;11.333333333333371;9.333333333333371
580;99;0;99
581;87;42.66666666666667;44.33333333333333
582;179;171.66666666666669;7.333333333333314
583;196;123.66666666666666;72.33333333333334
584;352;366.33333333333337;14.333333333333371
585;515;20.333333333333332;494.6666666666667
586;60;20.333333333333332;39.66666666666667
587;480;0;480
588;498;0;498
589;250;0;250
590;250;130.0;120.0
591;258;0;258
592;87;0;87
593;21;31.333333333333314;10.333333333333314
594;37;0;37
595;88;8.0;80.0
596;44;12.333333333333314;31.666666666666686
597;175;0;175
598;773;580.3333333333333;192.66666666666674
599;70;77.66666666666667;7.666666666666671
600;1097;0;1097
601;206;0;206
602;912;62.3333333333336;849.6666666666664
603;64;0;64
604;777;0;777
605;1070;1085.0;15.0
606;10;0;10
