i;tmja_avant;tmja_apres;diff_tmja
1;16;0;16
2;50;0;50
3;898;868.0;30.0
4;220;220.0;0.0
5;274;286.0;12.0
6;104;0;104
7;134;63.0;71.0
8;185;132.0;53.0
9;26;12.0;14.0
10;444;374.0;70.0
11;395;444.0;49.0
12;504;229.0;275.0
13;135;0;135
14;55;4.0;51.0
16;446;0;446
17;1082;524.0;558.0
18;484;906.0;422.0
19;22;0;22
20;46;17.0;29.0
21;0;2.0;2.0
22;53;36.0;17.0
23;29;0;29
24;0;55.0;55.0
25;805;724.0;81.0
26;121;108.0;13.0
27;27;0;27
28;165;99.0;66.0
29;33;0;33
30;76;0;76
31;57;0;57
32;25;0;25
33;250;0;250
34;30;0;30
35;686;691.0;5.0
36;119;26.0;93.0
37;83;36.0;47.0
38;497;0;497
39;605;0;605
40;1365;955.0;410.0
41;1218;394.0;824.0
42;596;573.0;23.0
43;1681;24.0;1657.0
44;78;0;78
45;28;88.0;60.0
46;942;385.0;557.0
47;47;0;47
48;23;0;23
49;11;0;11
50;26;0;26
51;183;191.0;8.0
52;227;0;227
53;1610;1524.0;86.0
54;90;412.0;322.0
55;2090;2086.0;4.0
56;42;0;42
57;68;70.0;2.0
58;54;58.0;4.0
59;10;0;10
60;14;0;14
61;931;337.0;594.0
62;428;0;428
63;263;0;263
64;426;286.0;140.0
65;261;420.0;159.0
66;17;0;17
67;35;0;35
68;111;107.0;4.0
69;26;0;26
70;186;95.0;91.0
71;1925;2062.0;137.0
72;216;83.0;133.0
73;168;0;168
74;33;82.0;49.0
75;660;532.0;128.0
76;23;86.0;63.0
77;67;0;67
78;256;0;256
79;295;43.0;252.0
80;3;252.0;249.0
81;190;202.0;12.0
82;29;33.0;4.0
83;425;428.0;3.0
84;26;26.0;0.0
85;317;133.0;184.0
86;312;0;312
87;0;119.0;119.0
88;130;0;130
89;285;149.0;136.0
90;52;94.0;42.0
91;359;18.0;341.0
92;950;956.0;6.0
93;1337;410.0;927.0
94;133;0;133
95;830;881.0;51.0
96;41;0;41
97;50;0;50
98;1;0;1
99;266;126.0;140.0
100;263;0;263
101;1636;1197.0;439.0
102;1045;120.0;925.0
103;2;0;2
104;680;0;680
105;626;333.0;293.0
106;1024;87.0;937.0
107;46;0;46
109;68;0;68
110;250;185.0;65.0
111;138;0;138
112;122;72.0;50.0
114;21;142.0;121.0
115;52;0;52
116;91;0;91
117;97;144.0;47.0
119;265;177.0;88.0
120;32;13.0;19.0
121;101;0;101
122;42;88.0;46.0
123;27;0;27
124;3;143.0;140.0
125;1;54.0;53.0
126;69;0;69
127;1;16.0;15.0
128;115;33.0;82.0
129;43;111.0;68.0
130;70;0;70
131;53;126.0;73.0
132;6;0;6
133;157;162.0;5.0
134;187;27.0;160.0
135;70;0;70
136;324;0;324
137;187;0;187
138;1183;440.0;743.0
139;90;660.0;570.0
140;226;0;226
141;25;0;25
142;186;69.0;117.0
143;254;0;254
144;440;462.0;22.0
145;38;0;38
146;482;554.0;72.0
147;83;0;83
148;49;105.0;56.0
149;63;5.0;58.0
150;32;7.0;25.0
151;101;115.0;14.0
152;26;0;26
153;164;188.0;24.0
154;26;0;26
155;35;0;35
156;247;126.0;121.0
157;227;75.0;152.0
158;262;0;262
159;1007;727.0;280.0
160;20;12.0;8.0
161;97;125.0;28.0
162;166;13.0;153.0
163;154;140.0;14.0
164;147;0;147
165;32;0;32
166;41;4.0;37.0
167;249;113.0;136.0
168;145;109.0;36.0
169;166;79.0;87.0
170;283;73.0;210.0
172;191;203.0;12.0
173;695;0;695
174;173;0;173
175;1031;132.0;899.0
176;429;287.0;142.0
177;1074;775.0;299.0
178;18;0;18
179;714;668.0;46.0
180;44;0;44
181;2;23.0;21.0
182;14;0;14
183;4;11.0;7.0
184;115;35.0;80.0
185;18;0;18
186;72;61.0;11.0
187;55;25.0;30.0
188;41;0;41
189;175;0;175
190;27;0;27
191;16;20.0;4.0
192;17;12.0;5.0
193;21;125.0;104.0
194;42;109.0;67.0
195;710;926.0;216.0
196;214;0;214
197;12;0;12
198;73;36.0;37.0
199;99;0;99
200;61;0;61
201;0;193.0;193.0
202;141;0;141
203;80;0;80
204;81;145.0;64.0
205;312;70.0;242.0
206;222;213.0;9.0
207;101;0;101
210;28;0;28
211;0;47.0;47.0
212;140;1.0;139.0
213;164;157.0;7.0
214;1086;0;1086
215;1;79.0;78.0
216;1112;304.0;808.0
217;987;176.0;811.0
218;60;0;60
219;913;0;913
220;15;0;15
221;12;90.0;78.0
222;69;27.0;42.0
223;282;0;282
224;28;0;28
225;279;0;279
226;18;480.0;462.0
227;352;213.0;139.0
228;1116;250.0;866.0
229;1339;410.0;929.0
230;912;0;912
231;27;0;27
232;35;14.0;21.0
233;19;12.0;7.0
234;18;308.0;290.0
235;458;172.0;286.0
236;18;0;18
237;78;46.0;32.0
238;135;53.0;82.0
239;323;119.0;204.0
240;313;0;313
241;18;0;18
242;1926;2074.0;148.0
243;1052;590.0;462.0
244;535;488.0;47.0
245;1395;495.0;900.0
246;397;454.0;57.0
247;28;0;28
248;0;238.0;238.0
250;312;118.0;194.0
251;95;104.0;9.0
252;298;0;298
253;185;0;185
254;18;0;18
255;7;45.0;38.0
256;149;134.0;15.0
257;39;18.0;21.0
258;91;47.0;44.0
259;1269;839.0;430.0
260;24;0;24
261;1053;580.0;473.0
262;18;34.0;16.0
263;52;75.0;23.0
264;83;129.0;46.0
265;953;0;953
266;77;97.0;20.0
267;444;523.0;79.0
268;43;0;43
269;26;33.0;7.0
270;956;374.0;582.0
271;205;212.0;7.0
272;183;179.0;4.0
273;203;10.0;193.0
274;48;0;48
275;70;15.0;55.0
276;27;12.0;15.0
277;64;0;64
278;20;0;20
279;31;39.0;8.0
280;27;12.0;15.0
281;22;0;22
282;290;0;290
283;295;298.0;3.0
284;28;0;28
285;42;102.0;60.0
286;18;0;18
288;42;0;42
289;65;0;65
290;24;0;24
291;72;18.0;54.0
292;23;12.0;11.0
293;0;78.0;78.0
294;30;4.0;26.0
295;351;0;351
296;76;0;76
297;54;17.0;37.0
299;174;190.0;16.0
300;26;154.0;128.0
301;63;0;63
302;99;47.0;52.0
303;227;256.0;29.0
304;245;0;245
305;302;499.0;197.0
306;363;0;363
307;486;627.0;141.0
308;468;160.0;308.0
309;601;957.0;356.0
310;131;0;131
311;932;333.0;599.0
312;434;0;434
313;70;36.0;34.0
314;43;0;43
315;107;0;107
316;134;0;134
317;7;0;7
318;47;412.0;365.0
319;26;12.0;14.0
320;110;60.0;50.0
321;58;33.0;25.0
322;23;0;23
323;38;0;38
324;51;24.0;27.0
325;965;0;965
326;14;0;14
327;14;0;14
328;573;1205.0;632.0
329;927;247.0;680.0
330;18;43.0;25.0
331;20;12.0;8.0
332;20;0;20
333;7;0;7
334;10;77.0;67.0
336;30;32.0;2.0
337;41;83.0;42.0
338;19;0;19
339;26;12.0;14.0
340;29;0;29
341;16;34.0;18.0
342;518;1145.0;627.0
343;71;87.0;16.0
344;21;11.0;10.0
345;10;0;10
346;28;0;28
347;12;21.0;9.0
348;23;21.0;2.0
349;40;0;40
350;634;0;634
351;21;0;21
352;652;0;652
353;169;0;169
354;390;547.0;157.0
355;40;0;40
356;64;12.0;52.0
357;59;36.0;23.0
359;43;0;43
360;243;248.0;5.0
361;27;20.0;7.0
362;10;0;10
363;15;28.0;13.0
364;33;16.0;17.0
365;872;1037.0;165.0
366;160;0;160
367;1048;1181.0;133.0
368;858;0;858
369;4;21.0;17.0
370;8;113.0;105.0
371;23;0;23
372;233;0;233
373;36;132.0;96.0
374;32;12.0;20.0
375;20;0;20
376;46;0;46
377;39;4.0;35.0
378;125;114.0;11.0
379;7;0;7
380;33;202.0;169.0
381;181;0;181
382;25;12.0;13.0
383;29;0;29
384;17;1.0;16.0
385;9;226.0;217.0
386;302;0;302
388;30;89.0;59.0
389;50;61.0;11.0
390;17;58.0;41.0
391;71;143.0;72.0
392;117;0;117
393;19;10.0;9.0
394;19;105.0;86.0
395;69;0;69
396;24;0;24
397;24;12.0;12.0
398;28;0;28
399;201;0;201
401;28;12.0;16.0
402;24;38.0;14.0
403;230;36.0;194.0
404;25;186.0;161.0
405;39;0;39
406;21;36.0;15.0
407;20;0;20
408;25;12.0;13.0
409;23;0;23
410;71;36.0;35.0
411;26;0;26
412;589;545.0;44.0
413;73;0;73
414;0;8.0;8.0
415;39;24.0;15.0
416;40;55.0;15.0
417;92;74.0;18.0
418;2;20.0;18.0
419;20;12.0;8.0
420;28;0;28
422;43;44.0;1.0
423;18;0;18
425;109;78.0;31.0
426;0;32.0;32.0
427;28;12.0;16.0
428;108;129.0;21.0
429;43;35.0;8.0
430;27;14.0;13.0
431;1234;1225.0;9.0
432;1212;746.0;466.0
433;10;0;10
434;20;4.0;16.0
435;44;24.0;20.0
436;678;682.0;4.0
437;182;118.0;64.0
438;1572;1560.0;12.0
439;254;0;254
440;441;550.0;109.0
441;313;90.0;223.0
442;28;0;28
443;0;12.0;12.0
444;0;12.0;12.0
446;47;0;47
447;73;28.0;45.0
448;17;10.0;7.0
449;40;23.0;17.0
450;10;0;10
451;15;12.0;3.0
452;921;731.0;190.0
453;27;0;27
454;16;0;16
455;25;63.0;38.0
456;68;36.0;32.0
457;22;0;22
458;28;12.0;16.0
459;12;0;12
460;20;0;20
461;54;36.0;18.0
462;30;0;30
463;96;0;96
464;269;618.0;349.0
465;30;11.0;19.0
466;4;34.0;30.0
467;12;0;12
468;1459;0;1459
469;167;24.0;143.0
470;184;0;184
471;21;35.0;14.0
472;115;28.0;87.0
473;24;12.0;12.0
474;56;0;56
475;290;127.0;163.0
476;21;0;21
477;23;35.0;12.0
478;14;49.0;35.0
479;27;0;27
480;85;0;85
481;1623;1611.0;12.0
482;5;0;5
483;25;12.0;13.0
484;20;10.0;10.0
485;44;0;44
486;20;3.0;17.0
487;17;12.0;5.0
488;20;38.0;18.0
489;1680;0;1680
490;24;0;24
491;23;0;23
492;999;1009.0;10.0
493;329;518.0;189.0
494;324;152.0;172.0
495;1479;1459.0;20.0
496;1136;1123.0;13.0
497;30;0;30
498;1606;1542.0;64.0
499;1460;1287.0;173.0
500;1026;975.0;51.0
501;430;324.0;106.0
502;72;0;72
503;107;0;107
504;0;295.0;295.0
505;729;668.0;61.0
506;445;0;445
507;1164;0;1164
508;319;0;319
509;71;103.0;32.0
510;980;0;980
511;1441;1291.0;150.0
512;436;12.0;424.0
513;257;0;257
514;94;0;94
515;19;109.0;90.0
516;84;0;84
517;51;48.0;3.0
518;101;0;101
519;19;12.0;7.0
520;1182;207.0;975.0
521;1000;998.0;2.0
522;20;14.0;6.0
523;147;0;147
524;179;24.0;155.0
525;523;513.0;10.0
526;70;44.0;26.0
527;45;0;45
528;532;514.0;18.0
529;62;0;62
530;72;18.0;54.0
531;58;0;58
532;1285;410.0;875.0
533;80;430.0;350.0
534;131;43.0;88.0
535;748;0;748
536;428;463.0;35.0
537;267;0;267
538;25;36.0;11.0
539;26;33.0;7.0
540;36;153.0;117.0
541;201;212.0;11.0
542;10;0;10
543;20;0;20
544;23;12.0;11.0
545;894;935.0;41.0
546;59;8.0;51.0
547;63;0;63
548;20;0;20
549;30;0;30
550;20;12.0;8.0
551;25;0;25
552;405;416.0;11.0
553;23;12.0;11.0
554;525;0;525
555;442;68.0;374.0
556;22;7.0;15.0
557;709;703.0;6.0
558;1011;0;1011
559;95;0;95
560;45;91.0;46.0
561;2;0;2
562;24;0;24
563;1;0;1
564;28;0;28
566;0;27.0;27.0
567;47;0;47
568;199;432.0;233.0
569;183;31.0;152.0
570;111;1.0;110.0
571;16;0;16
572;134;125.0;9.0
573;151;0;151
574;2;0;2
575;371;307.0;64.0
576;73;90.0;17.0
577;88;0;88
578;286;283.0;3.0
579;170;0;170
580;202;283.0;81.0
581;366;295.0;71.0
582;513;271.0;242.0
583;68;434.0;366.0
584;465;6.0;459.0
585;440;0;440
586;263;0;263
587;89;0;89
588;0;69.0;69.0
589;43;0;43
590;93;0;93
591;148;24.0;124.0
592;36;69.0;33.0
593;1031;422.0;609.0
594;748;63.0;685.0
595;55;0;55
596;1705;8.0;1697.0
597;212;194.0;18.0
598;880;768.0;112.0
599;78;194.0;116.0
600;759;0;759
601;1472;723.0;749.0
602;1082;0;1082
603;15;1114.0;1099.0
604;1638;0;1638
605;1638;1126.0;512.0
606;304;1045.0;741.0
607;130;0;130
608;1493;711.0;782.0
609;19;0;19
610;1040;1057.0;17.0
611;114;461.0;347.0
612;62;0;62
613;943;253.0;690.0
614;142;1245.0;1103.0
615;1498;1032.0;466.0
616;82;0;82
617;171;192.0;21.0
618;789;0;789
619;1014;1401.0;387.0
620;196;523.0;327.0
621;1035;1010.0;25.0
622;1617;107.0;1510.0
623;1618;1530.0;88.0
624;1164;1205.0;41.0
625;38;0;38
626;12;0;12
627;45;5.0;40.0
628;31;10.0;21.0
629;69;0;69
630;747;704.0;43.0
632;724;680.0;44.0
633;743;692.0;51.0
634;47;24.0;23.0
635;22;0;22
636;47;0;47
637;194;3.0;191.0
638;211;0;211
639;23;12.0;11.0
640;0;96.0;96.0
641;183;0;183
642;62;0;62
643;136;0;136
644;328;0;328
645;209;3.0;206.0
646;24;0;24
647;50;72.0;22.0
648;510;397.0;113.0
649;469;56.0;413.0
650;557;476.0;81.0
651;142;0;142
652;666;544.0;122.0
653;566;568.0;2.0
654;147;0;147
655;108;556.0;448.0
656;557;0;557
657;494;0;494
658;28;9.0;19.0
659;744;75.0;669.0
660;448;0;448
661;62;0;62
662;32;19.0;13.0
663;398;0;398
664;171;19.0;152.0
665;423;451.0;28.0
666;76;7.0;69.0
667;164;0;164
668;443;511.0;68.0
669;80;0;80
670;398;0;398
671;478;468.0;10.0
672;16;59.0;43.0
673;51;0;51
674;93;2.0;91.0
675;35;24.0;11.0
676;19;26.0;7.0
677;21;12.0;9.0
678;13;12.0;1.0
