i;tmja_avant;tmja_apres;diff_tmja
1;10;0;10
2;42;0;42
3;223;0;223
4;284;123.0;161.0
5;95;721.0;626.0
6;7;25.0;18.0
7;120;0;120
8;67;118.0;51.0
9;122;0;122
10;81;76.0;5.0
11;196;48.0;148.0
12;14;1.0;13.0
13;750;0;750
14;54;196.0;142.0
15;440;0;440
16;370;0;370
17;487;800.0;313.0
18;86;0;86
19;152;0;152
20;9;3.0;6.0
21;20;0;20
22;64;8.0;56.0
23;21;22.0;1.0
24;18;0;18
25;0;5.0;5.0
26;428;0;428
27;1045;320.0;725.0
28;549;0;549
29;26;0;26
30;32;101.0;69.0
31;21;0;21
33;25;6.0;19.0
34;63;0;63
35;1;3.0;2.0
36;691;3.0;688.0
37;761;213.0;548.0
38;114;0;114
39;29;0;29
40;173;0;173
41;50;0;50
42;59;105.0;46.0
43;86;1.0;85.0
44;22;1.0;21.0
45;288;1674.0;1386.0
46;310;0;310
47;17;0;17
48;667;1.0;666.0
49;8;0;8
50;4;0;4
51;728;1.0;727.0
52;114;61.0;53.0
53;460;102.0;358.0
54;483;22.0;461.0
55;122;0;122
56;568;0;568
57;562;113.0;449.0
58;1354;2145.0;791.0
59;1224;266.0;958.0
60;580;1880.0;1300.0
61;1662;2.0;1660.0
62;17;0;17
63;69;1.0;68.0
64;72;0;72
65;33;5.0;28.0
66;846;98.0;748.0
67;22;0;22
68;234;190.0;44.0
69;15;0;15
70;27;0;27
71;194;187.0;7.0
72;215;0;215
73;1559;591.0;968.0
74;86;0;86
75;2034;2025.0;9.0
76;42;0;42
77;1773;283.0;1490.0
78;71;26.0;45.0
79;497;96.0;401.0
80;70;197.0;127.0
81;9;0;9
82;14;0;14
83;111;0;111
84;911;197.0;714.0
85;420;0;420
86;230;0;230
87;480;0;480
88;715;0;715
89;248;290.0;42.0
90;2119;1869.0;250.0
91;39;0;39
92;123;1.0;122.0
93;27;1.0;26.0
94;213;0;213
95;250;0;250
96;51;0;51
97;140;117.0;23.0
98;682;0;682
99;25;7.0;18.0
100;26;26.0;0.0
101;320;0;320
102;284;1672.0;1388.0
103;6;0;6
104;36;0;36
105;215;1726.0;1511.0
106;202;1728.0;1526.0
107;34;0;34
108;304;336.0;32.0
109;312;0;312
110;244;1725.0;1481.0
111;297;0;297
112;0;326.0;326.0
113;153;0;153
114;361;66.0;295.0
115;58;0;58
116;309;0;309
117;940;1309.0;369.0
118;1315;0;1315
119;16;0;16
120;778;74.0;704.0
121;39;0;39
122;51;0;51
123;70;1596.0;1526.0
124;2;0;2
125;266;0;266
126;220;22.0;198.0
127;1534;0;1534
128;1475;3.0;1472.0
129;938;191.0;747.0
130;8;0;8
131;623;270.0;353.0
132;932;0;932
133;82;0;82
134;38;560.0;522.0
135;83;0;83
137;62;96.0;34.0
138;220;0;220
139;192;0;192
140;20;201.0;181.0
141;128;6.0;122.0
142;114;0;114
143;1;59.0;58.0
144;39;40.0;1.0
145;89;0;89
146;104;49.0;55.0
147;44;2.0;42.0
148;3;0;3
149;232;840.0;608.0
150;25;0;25
151;23;0;23
152;131;52.0;79.0
153;91;0;91
154;22;80.0;58.0
155;4;0;4
156;2;0;2
157;9;0;9
158;108;1.0;107.0
159;42;0;42
160;51;53.0;2.0
161;3;53.0;50.0
162;150;0;150
163;208;9.0;199.0
164;64;0;64
165;95;0;95
166;1305;72.0;1233.0
167;341;1050.0;709.0
168;180;0;180
169;119;77.0;42.0
170;238;0;238
171;19;0;19
172;217;138.0;79.0
173;271;40.0;231.0
174;420;0;420
175;40;0;40
176;94;103.0;9.0
177;471;0;471
178;81;98.0;17.0
179;63;0;63
180;64;99.0;35.0
181;43;0;43
182;84;393.0;309.0
183;25;0;25
184;407;0;407
185;29;0;29
186;136;397.0;261.0
187;24;1.0;23.0
188;6;0;6
189;23;0;23
190;243;0;243
191;193;28.0;165.0
192;85;0;85
193;285;0;285
194;977;81.0;896.0
195;97;91.0;6.0
196;68;0;68
197;12;0;12
198;192;0;192
199;154;0;154
200;183;0;183
201;161;43.0;118.0
202;20;0;20
203;41;156.0;115.0
204;291;0;291
205;177;84.0;93.0
206;172;0;172
207;75;39.0;36.0
208;325;155.0;170.0
210;199;188.0;11.0
211;684;0;684
212;921;0;921
213;1053;86.0;967.0
214;23;1.0;22.0
215;712;0;712
216;57;0;57
217;50;27.0;23.0
218;666;1.0;665.0
219;16;0;16
220;1;0;1
221;17;1.0;16.0
222;7;0;7
223;75;39.0;36.0
224;115;0;115
225;17;10.0;7.0
226;62;3.0;59.0
227;62;0;62
228;10;1.0;9.0
229;31;0;31
230;211;0;211
231;154;31.0;123.0
232;26;0;26
233;50;0;50
234;5;30.0;25.0
235;19;1.0;18.0
236;38;118.0;80.0
237;18;0;18
238;48;0;48
239;58;116.0;58.0
240;725;0;725
241;240;327.0;87.0
242;22;0;22
243;19;0;19
244;71;3.0;68.0
245;56;0;56
247;75;115.0;40.0
248;78;0;78
249;145;0;145
250;222;413.0;191.0
251;107;0;107
252;282;187.0;95.0
255;0;184.0;184.0
256;134;0;134
257;158;7.0;151.0
258;1083;0;1083
259;5;151.0;146.0
260;19;0;19
261;3;7.0;4.0
262;1125;0;1125
263;967;1582.0;615.0
264;72;17.0;55.0
265;236;0;236
266;916;54.0;862.0
267;85;0;85
268;273;1.0;272.0
269;36;0;36
270;229;21.0;208.0
271;11;0;11
272;1088;0;1088
273;360;0;360
274;1295;1597.0;302.0
275;1240;1.0;1239.0
276;1099;0;1099
277;1320;54.0;1266.0
278;909;1.0;908.0
279;22;0;22
280;19;0;19
281;27;1.0;26.0
282;14;0;14
283;445;406.0;39.0
284;38;0;38
285;18;0;18
286;439;426.0;13.0
287;58;0;58
288;128;406.0;278.0
289;324;0;324
290;286;1.0;285.0
291;1874;1872.0;2.0
292;155;0;155
293;1029;0;1029
294;500;425.0;75.0
295;823;0;823
296;1385;1627.0;242.0
297;82;150.0;68.0
298;391;286.0;105.0
299;23;55.0;32.0
300;39;0;39
301;3;0;3
302;90;0;90
303;0;1.0;1.0
304;312;0;312
305;12;0;12
306;49;1.0;48.0
307;99;1729.0;1630.0
