i;tmja_avant;tmja_apres;diff_tmja
1;438;437.0;1.0
4;24;0;24
5;32;0;32
6;473;464.0;9.0
7;539;566.0;27.0
8;82;62.0;20.0
9;2035;2117.0;82.0
10;192;185.0;7.0
11;358;373.0;15.0
13;135;131.0;4.0
16;126;124.0;2.0
17;78;68.0;10.0
18;5;15.0;10.0
19;1327;1318.0;9.0
20;418;405.0;13.0
21;153;154.0;1.0
22;23;0;23
23;32;0;32
24;193;169.0;24.0
25;141;172.0;31.0
26;186;184.0;2.0
27;192;208.0;16.0
29;60;60.0;0.0
30;245;262.0;17.0
34;175;212.0;37.0
35;16;7.0;9.0
36;319;329.0;10.0
37;539;541.0;2.0
39;282;0;282
40;17;19.0;2.0
41;122;123.0;1.0
42;81;91.0;10.0
43;18;0;18
44;33;54.0;21.0
45;52;44.0;8.0
46;24;24.0;0.0
47;209;185.0;24.0
48;25;51.0;26.0
49;68;127.0;59.0
50;310;333.0;23.0
51;27;6.0;21.0
55;269;262.0;7.0
56;467;191.0;276.0
57;50;55.0;5.0
58;145;174.0;29.0
59;25;88.0;63.0
61;621;637.0;16.0
62;167;199.0;32.0
64;35;36.0;1.0
65;23;24.0;1.0
66;50;38.0;12.0
67;11;0;11
68;147;228.0;81.0
69;16;14.0;2.0
72;21;24.0;3.0
75;51;84.0;33.0
76;32;76.0;44.0
78;132;103.0;29.0
80;50;76.0;26.0
81;1504;1532.0;28.0
84;25;19.0;6.0
85;14;18.0;4.0
86;262;174.0;88.0
87;24;31.0;7.0
88;1553;1548.0;5.0
89;18;0;18
90;188;199.0;11.0
92;1018;1019.0;1.0
93;23;20.0;3.0
94;151;205.0;54.0
95;58;49.0;9.0
96;534;537.0;3.0
101;127;134.0;7.0
103;1084;1080.0;4.0
104;744;750.0;6.0
105;92;0;92
106;1558;1586.0;28.0
107;84;123.0;39.0
108;39;0;39
109;722;713.0;9.0
110;1545;1572.0;27.0
111;1459;1436.0;23.0
112;1040;1053.0;13.0
113;56;56.0;0.0
114;654;704.0;50.0
115;643;676.0;33.0
116;64;89.0;25.0
117;155;127.0;28.0
118;237;240.0;3.0
119;563;558.0;5.0
120;98;97.0;1.0
121;25;25.0;0.0
