i;tmja_avant;tmja_apres;diff_tmja
1;11;0;11
2;35;111.0;76.0
3;222;0;222
4;253;155.0;98.0
5;90;0;90
6;5;0;5
7;126;112.0;14.0
8;71;71.0;0.0
9;118;0;118
10;31;0;31
11;42;471.0;429.0
12;168;0;168
13;547;579.0;32.0
14;110;55.0;55.0
15;106;0;106
16;12;28.0;16.0
17;32;0;32
18;27;0;27
19;16;0;16
20;0;19.0;19.0
21;451;10.0;441.0
22;1039;0;1039
23;524;790.0;266.0
24;22;0;22
25;34;38.0;4.0
27;729;729.0;0.0
28;806;681.0;125.0
29;157;189.0;32.0
30;37;43.0;6.0
31;86;0;86
32;77;63.0;14.0
33;16;24.0;8.0
34;656;649.0;7.0
35;4;0;4
36;709;718.0;9.0
37;81;0;81
38;448;442.0;6.0
39;125;125.0;0.0
40;524;516.0;8.0
41;575;580.0;5.0
42;1419;816.0;603.0
43;594;0;594
44;1654;1671.0;17.0
45;21;17.0;4.0
46;61;0;61
47;40;106.0;66.0
48;891;930.0;39.0
49;52;0;52
50;25;0;25
51;14;0;14
52;19;18.0;1.0
53;174;182.0;8.0
54;218;0;218
55;1523;1565.0;42.0
56;106;0;106
57;1979;1307.0;672.0
58;43;0;43
59;1672;1713.0;41.0
60;46;0;46
61;52;471.0;419.0
62;9;0;9
63;14;0;14
64;896;889.0;7.0
65;415;0;415
66;496;178.0;318.0
67;474;0;474
68;711;720.0;9.0
69;280;0;280
70;15;0;15
71;2058;1376.0;682.0
72;47;43.0;4.0
73;29;30.0;1.0
74;1818;1143.0;675.0
75;38;0;38
76;137;134.0;3.0
77;29;120.0;91.0
78;294;280.0;14.0
79;309;318.0;9.0
80;226;202.0;24.0
81;205;193.0;12.0
82;33;0;33
83;274;253.0;21.0
84;261;239.0;22.0
85;383;341.0;42.0
87;130;165.0;35.0
88;41;0;41
89;998;1141.0;143.0
90;1225;1167.0;58.0
91;17;45.0;28.0
92;120;0;120
93;59;2.0;57.0
94;447;208.0;239.0
95;1;0;1
96;279;161.0;118.0
97;264;96.0;168.0
98;1566;151.0;1415.0
99;6;0;6
100;686;0;686
101;967;904.0;63.0
102;83;43.0;40.0
103;72;0;72
105;253;183.0;70.0
106;24;0;24
107;124;2.0;122.0
108;103;39.0;64.0
109;1;66.0;65.0
110;14;0;14
111;83;130.0;47.0
112;93;48.0;45.0
113;25;0;25
114;18;0;18
115;37;86.0;49.0
116;3;0;3
117;61;97.0;36.0
118;115;90.0;25.0
119;39;0;39
120;47;24.0;23.0
121;3;90.0;87.0
122;158;75.0;83.0
123;83;46.0;37.0
124;1302;1344.0;42.0
125;349;0;349
