i;tmja_avant;tmja_apres;diff_tmja
1;12;0;12
2;43;0;43
3;246;0;246
4;240;49.0;191.0
5;87;145.0;58.0
6;9;68.0;59.0
7;138;0;138
8;67;179.0;112.0
9;169;0;169
10;700;561.0;139.0
11;49;14.0;35.0
12;145;0;145
13;438;671.0;233.0
14;390;429.0;39.0
15;508;474.0;34.0
16;106;346.0;240.0
17;135;0;135
18;7;0;7
19;17;0;17
20;73;48.0;25.0
21;21;0;21
22;21;17.0;4.0
23;1;0;1
24;1100;422.0;678.0
25;510;0;510
26;49;97.0;48.0
29;839;723.0;116.0
30;25;0;25
31;166;67.0;99.0
32;35;0;35
33;102;102.0;0.0
34;24;0;24
35;296;0;296
36;284;451.0;167.0
37;32;0;32
38;632;15.0;617.0
39;520;0;520
40;473;0;473
41;123;261.0;138.0
42;552;485.0;67.0
43;612;144.0;468.0
44;1466;803.0;663.0
45;1333;1909.0;576.0
46;539;0;539
47;1672;2347.0;675.0
48;57;123.0;66.0
49;39;0;39
50;879;330.0;549.0
51;48;0;48
52;215;227.0;12.0
53;167;149.0;18.0
54;221;0;221
55;1541;1269.0;272.0
56;1995;985.0;1010.0
57;82;0;82
58;488;444.0;44.0
59;11;0;11
60;104;0;104
61;974;1657.0;683.0
62;415;0;415
63;478;408.0;70.0
64;242;439.0;197.0
65;725;654.0;71.0
66;7;0;7
67;2035;1073.0;962.0
68;44;97.0;53.0
69;30;365.0;335.0
70;192;0;192
71;1822;734.0;1088.0
72;215;339.0;124.0
73;170;190.0;20.0
74;152;170.0;18.0
75;17;78.0;61.0
76;59;0;59
77;21;0;21
78;292;749.0;457.0
79;303;0;303
80;2;0;2
81;32;0;32
82;189;141.0;48.0
83;34;0;34
84;424;420.0;4.0
85;358;0;358
86;288;451.0;163.0
87;227;115.0;112.0
88;335;0;335
90;135;0;135
91;343;277.0;66.0
92;46;0;46
93;358;296.0;62.0
94;1032;379.0;653.0
95;20;0;20
96;140;0;140
97;39;1555.0;1516.0
98;52;0;52
99;89;0;89
100;434;406.0;28.0
102;268;0;268
103;1583;51.0;1532.0
104;1481;0;1481
105;964;171.0;793.0
106;712;798.0;86.0
107;685;0;685
108;95;9.0;86.0
110;227;0;227
111;189;36.0;153.0
112;1;121.0;120.0
113;23;3.0;20.0
114;87;0;87
115;81;0;81
116;37;522.0;485.0
117;2;0;2
118;252;840.0;588.0
119;21;0;21
120;24;26.0;2.0
121;146;0;146
122;100;0;100
123;50;141.0;91.0
124;1;0;1
125;3;0;3
126;60;669.0;609.0
127;4;0;4
128;126;0;126
129;40;0;40
130;48;0;48
131;78;42.0;36.0
132;5;22.0;17.0
133;153;0;153
134;53;0;53
135;116;151.0;35.0
136;1327;920.0;407.0
137;23;86.0;63.0
138;265;0;265
139;418;0;418
140;46;165.0;119.0
141;47;70.0;23.0
142;408;23.0;385.0
143;22;0;22
144;153;188.0;35.0
145;23;26.0;3.0
146;32;0;32
147;250;185.0;65.0
148;89;41.0;48.0
149;290;0;290
150;1068;693.0;375.0
151;69;0;69
152;23;0;23
153;89;66.0;23.0
154;193;70.0;123.0
155;139;0;139
156;189;207.0;18.0
157;143;0;143
158;35;237.0;202.0
159;262;60.0;202.0
160;141;0;141
161;174;116.0;58.0
162;1;0;1
163;186;193.0;7.0
164;733;0;733
165;938;26.0;912.0
166;427;0;427
167;1149;760.0;389.0
168;21;0;21
169;648;624.0;24.0
170;46;120.0;74.0
171;725;683.0;42.0
172;1;0;1
173;17;30.0;13.0
174;112;65.0;47.0
175;21;12.0;9.0
176;11;0;11
177;34;0;34
178;220;359.0;139.0
179;192;0;192
180;26;88.0;62.0
181;50;0;50
182;30;16.0;14.0
183;57;36.0;21.0
184;46;0;46
185;728;401.0;327.0
186;215;0;215
187;12;0;12
188;76;61.0;15.0
189;98;173.0;75.0
190;60;0;60
192;60;0;60
193;245;52.0;193.0
194;294;68.0;226.0
197;20;0;20
199;175;0;175
200;16;0;16
201;3;78.0;75.0
202;892;330.0;562.0
203;50;630.0;580.0
204;1000;962.0;38.0
205;63;29.0;34.0
206;27;586.0;559.0
207;283;63.0;220.0
208;16;0;16
209;1184;0;1184
210;351;1696.0;1345.0
211;1248;0;1248
212;1169;1060.0;109.0
213;1226;2216.0;990.0
214;995;0;995
215;24;32.0;8.0
216;20;54.0;34.0
217;23;328.0;305.0
218;459;152.0;307.0
219;55;0;55
220;22;0;22
221;75;0;75
222;135;0;135
223;335;152.0;183.0
224;319;298.0;21.0
225;1823;769.0;1054.0
226;162;0;162
227;1136;1070.0;66.0
228;539;424.0;115.0
229;919;1614.0;695.0
230;1282;622.0;660.0
231;18;0;18
232;52;0;52
233;4;68.0;64.0
235;319;165.0;154.0
236;206;109.0;97.0
237;549;0;549
238;282;305.0;23.0
239;127;0;127
240;17;11.0;6.0
241;219;26.0;193.0
242;174;0;174
243;122;0;122
244;51;12.0;39.0
245;31;0;31
246;111;0;111
247;81;26.0;55.0
248;18;0;18
249;1363;678.0;685.0
250;17;0;17
251;28;0;28
252;33;26.0;7.0
253;108;0;108
254;39;0;39
255;72;0;72
256;32;0;32
257;60;26.0;34.0
258;74;0;74
259;1208;0;1208
260;69;0;69
261;52;1581.0;1529.0
262;24;448.0;424.0
263;424;0;424
264;35;0;35
265;1583;1739.0;156.0
266;19;0;19
267;948;929.0;19.0
268;89;0;89
269;42;0;42
270;45;0;45
271;900;526.0;374.0
272;209;136.0;73.0
273;171;123.0;48.0
274;200;20.0;180.0
275;44;0;44
276;79;65.0;14.0
277;25;51.0;26.0
278;68;0;68
279;18;47.0;29.0
280;25;55.0;30.0
281;310;0;310
282;357;349.0;8.0
283;27;0;27
284;46;79.0;33.0
285;24;0;24
287;66;0;66
288;20;0;20
289;12;55.0;43.0
290;1;0;1
291;35;31.0;4.0
292;373;0;373
293;59;0;59
294;1132;760.0;372.0
295;38;522.0;484.0
298;25;164.0;139.0
299;49;0;49
300;68;0;68
301;89;0;89
302;269;293.0;24.0
303;12;0;12
304;312;0;312
305;335;0;335
306;6;675.0;669.0
307;390;355.0;35.0
308;441;268.0;173.0
309;467;0;467
310;159;0;159
311;112;0;112
312;417;200.0;217.0
313;953;869.0;84.0
314;14;701.0;687.0
315;65;105.0;40.0
316;50;0;50
317;20;0;20
318;113;62.0;51.0
319;145;192.0;47.0
320;23;0;23
321;25;0;25
322;640;794.0;154.0
323;906;119.0;787.0
324;28;0;28
325;25;0;25
326;602;812.0;210.0
