i;tmja_avant;tmja_apres;diff_tmja
1;920;926.0;6.0
2;218;215.0;3.0
3;126;176.0;50.0
4;756;719.0;37.0
5;395;248.0;147.0
6;14;3.0;11.0
7;26;0;26
8;67;0;67
9;0;72.0;72.0
10;41;37.0;4.0
11;36;0;36
12;91;28.0;63.0
13;272;439.0;167.0
14;284;167.0;117.0
15;23;0;23
16;5;1.0;4.0
17;126;0;126
18;96;68.0;28.0
19;460;492.0;32.0
20;573;576.0;3.0
21;1641;1665.0;24.0
22;28;55.0;27.0
23;195;189.0;6.0
24;216;268.0;52.0
25;1586;1533.0;53.0
26;1749;1815.0;66.0
27;53;48.0;5.0
28;898;442.0;456.0
29;236;317.0;81.0
30;107;64.0;43.0
31;195;178.0;17.0
32;47;0;47
33;147;152.0;5.0
34;298;216.0;82.0
35;2;0;2
36;212;236.0;24.0
37;201;278.0;77.0
38;465;442.0;23.0
39;312;513.0;201.0
40;0;527.0;527.0
41;15;0;15
42;63;114.0;51.0
43;95;0;95
44;1;34.0;33.0
45;1462;1446.0;16.0
46;966;927.0;39.0
47;701;744.0;43.0
48;0;57.0;57.0
49;119;181.0;62.0
50;122;34.0;88.0
51;2;191.0;189.0
52;51;0;51
53;24;0;24
54;36;59.0;23.0
55;28;123.0;95.0
56;5;0;5
57;67;56.0;11.0
58;38;70.0;32.0
59;67;88.0;21.0
60;1147;1238.0;91.0
61;108;75.0;33.0
62;213;158.0;55.0
63;48;0;48
64;25;32.0;7.0
65;161;197.0;36.0
66;14;19.0;5.0
67;1;167.0;166.0
68;80;204.0;124.0
69;280;183.0;97.0
70;996;978.0;18.0
71;67;81.0;14.0
72;30;0;30
73;39;91.0;52.0
74;249;230.0;19.0
75;284;287.0;3.0
77;1090;711.0;379.0
78;720;722.0;2.0
79;34;71.0;37.0
80;719;721.0;2.0
81;0;14.0;14.0
82;18;0;18
83;3;80.0;77.0
84;99;32.0;67.0
85;25;99.0;74.0
86;27;48.0;21.0
87;217;385.0;168.0
88;204;62.0;142.0
89;26;66.0;40.0
90;52;13.0;39.0
91;250;70.0;180.0
92;27;36.0;9.0
93;0;87.0;87.0
94;76;0;76
95;94;155.0;61.0
96;206;212.0;6.0
97;113;0;113
98;0;85.0;85.0
99;0;118.0;118.0
101;237;242.0;5.0
102;33;82.0;49.0
103;280;25.0;255.0
104;376;302.0;74.0
105;1292;1297.0;5.0
106;18;0;18
107;493;481.0;12.0
108;65;51.0;14.0
109;150;194.0;44.0
110;346;307.0;39.0
111;175;174.0;1.0
112;553;586.0;33.0
113;83;33.0;50.0
114;23;67.0;44.0
