i;tmja_avant;tmja_apres;diff_tmja
1;13;9.0;4.0
2;901;875.0;26.0
3;241;0;241
4;125;33.0;92.0
5;94;0;94
6;57;78.0;21.0
7;159;0;159
8;463;475.0;12.0
9;526;531.0;5.0
10;116;108.0;8.0
11;65;0;65
12;26;0;26
14;452;444.0;8.0
15;549;425.0;124.0
16;540;147.0;393.0
17;37;45.0;8.0
18;0;15.0;15.0
19;115;59.0;56.0
20;27;0;27
21;280;47.0;233.0
22;3;0;3
23;111;32.0;79.0
24;110;111.0;1.0
25;582;586.0;4.0
26;1257;1250.0;7.0
27;570;588.0;18.0
28;89;0;89
29;2043;2053.0;10.0
30;19;0;19
31;913;486.0;427.0
32;506;508.0;2.0
33;220;0;220
34;1885;1888.0;3.0
35;224;227.0;3.0
36;178;165.0;13.0
37;53;55.0;2.0
38;136;141.0;5.0
39;24;30.0;6.0
40;266;239.0;27.0
41;284;317.0;33.0
42;196;222.0;26.0
43;23;1.0;22.0
44;34;34.0;0.0
45;270;0;270
46;229;225.0;4.0
47;363;335.0;28.0
48;0;29.0;29.0
49;334;298.0;36.0
50;53;29.0;24.0
51;12;27.0;15.0
52;823;802.0;21.0
53;31;0;31
54;68;0;68
55;3;0;3
56;296;24.0;272.0
57;1538;1539.0;1.0
58;85;79.0;6.0
59;246;263.0;17.0
60;19;0;19
61;108;111.0;3.0
62;21;26.0;5.0
63;99;101.0;2.0
64;42;35.0;7.0
65;235;222.0;13.0
66;81;86.0;5.0
67;47;45.0;2.0
68;65;52.0;13.0
69;107;106.0;1.0
70;5;20.0;15.0
71;135;130.0;5.0
72;69;2.0;67.0
73;1307;1226.0;81.0
74;321;0;321
75;1133;820.0;313.0
76;80;17.0;63.0
77;227;98.0;129.0
78;190;0;190
79;96;98.0;2.0
80;439;438.0;1.0
81;52;53.0;1.0
82;72;68.0;4.0
83;29;28.0;1.0
84;9;40.0;31.0
85;280;255.0;25.0
86;190;0;190
87;1019;1014.0;5.0
88;99;23.0;76.0
89;22;0;22
90;178;48.0;130.0
91;147;0;147
92;240;243.0;3.0
93;135;159.0;24.0
94;0;5.0;5.0
95;733;734.0;1.0
96;918;916.0;2.0
97;434;0;434
98;14;31.0;17.0
99;69;55.0;14.0
100;15;18.0;3.0
101;3;14.0;11.0
102;76;0;76
103;109;113.0;4.0
104;29;4.0;25.0
105;63;73.0;10.0
106;35;0;35
107;235;64.0;171.0
108;23;20.0;3.0
109;39;51.0;12.0
110;27;16.0;11.0
111;23;0;23
112;21;12.0;9.0
113;101;20.0;81.0
115;160;0;160
116;76;82.0;6.0
117;82;0;82
118;318;307.0;11.0
119;0;15.0;15.0
121;20;15.0;5.0
123;127;133.0;6.0
124;164;150.0;14.0
125;8;0;8
126;0;2.0;2.0
127;1005;0;1005
128;65;51.0;14.0
129;243;258.0;15.0
130;938;928.0;10.0
131;56;54.0;2.0
132;308;270.0;38.0
133;27;30.0;3.0
134;245;0;245
135;1303;1326.0;23.0
136;1228;1243.0;15.0
137;938;937.0;1.0
138;26;0;26
139;26;33.0;7.0
140;18;0;18
141;15;0;15
142;67;65.0;2.0
143;311;312.0;1.0
144;1876;1888.0;12.0
145;161;166.0;5.0
146;1376;1386.0;10.0
147;24;25.0;1.0
148;2;0;2
149;1;1.0;0.0
150;310;287.0;23.0
151;64;39.0;25.0
152;142;120.0;22.0
153;162;164.0;2.0
154;102;106.0;4.0
155;49;58.0;9.0
156;23;0;23
157;89;54.0;35.0
158;34;30.0;4.0
159;32;0;32
160;33;37.0;4.0
161;404;406.0;2.0
162;78;0;78
163;61;0;61
164;221;226.0;5.0
165;44;43.0;1.0
166;24;0;24
167;26;24.0;2.0
168;109;105.0;4.0
169;61;53.0;8.0
170;22;16.0;6.0
171;26;25.0;1.0
172;345;349.0;4.0
173;0;3.0;3.0
174;142;156.0;14.0
175;88;78.0;10.0
177;26;0;26
178;13;0;13
179;1084;643.0;441.0
180;1;0;1
181;24;0;24
182;241;241.0;0.0
183;254;231.0;23.0
184;12;37.0;25.0
185;299;0;299
186;378;374.0;4.0
187;469;485.0;16.0
188;487;482.0;5.0
189;967;973.0;6.0
190;437;0;437
191;40;0;40
192;22;0;22
193;140;10.0;130.0
194;43;62.0;19.0
195;119;130.0;11.0
196;22;18.0;4.0
197;82;85.0;3.0
198;24;0;24
