i;tmja_avant;tmja_apres;diff_tmja
1;13;0;13
2;38;0;38
3;895;0;895
4;229;0;229
5;273;0;273
6;78;0;78
7;7;0;7
8;120;0;120
9;66;0;66
10;127;0;127
11;93;0;93
12;173;0;173
13;27;0;27
14;716;0;716
15;44;0;44
16;144;0;144
17;457;0;457
18;391;0;391
19;509;0;509
20;104;0;104
21;154;0;154
22;10;0;10
23;21;0;21
24;82;0;82
25;19;0;19
26;23;0;23
28;463;0;463
29;1092;0;1092
30;534;0;534
31;503;0;503
32;18;0;18
33;42;0;42
34;17;0;17
36;22;0;22
37;64;0;64
38;54;0;54
40;739;0;739
41;842;0;842
42;101;0;101
43;33;0;33
44;192;0;192
45;39;0;39
46;67;0;67
47;80;0;80
48;79;0;79
49;28;0;28
50;299;0;299
51;299;0;299
52;20;0;20
53;679;0;679
54;10;0;10
55;3;0;3
56;707;0;707
57;144;0;144
58;98;0;98
59;493;0;493
60;492;0;492
61;130;0;130
62;572;0;572
63;581;0;581
64;1419;0;1419
65;1272;0;1272
66;572;0;572
67;1730;0;1730
68;14;0;14
69;80;0;80
70;75;0;75
71;33;0;33
72;844;0;844
73;51;0;51
74;24;0;24
75;206;0;206
76;13;0;13
77;18;0;18
78;168;0;168
79;191;0;191
80;1523;0;1523
81;87;0;87
82;1994;0;1994
83;41;0;41
84;1666;0;1666
85;72;0;72
86;511;0;511
87;60;0;60
88;9;0;9
89;20;0;20
90;95;0;95
91;940;0;940
92;417;0;417
93;495;0;495
94;221;0;221
95;463;0;463
96;716;0;716
97;260;0;260
98;13;0;13
99;2010;0;2010
100;47;0;47
101;103;0;103
102;16;0;16
103;168;0;168
104;1817;0;1817
105;183;0;183
106;161;0;161
107;45;0;45
108;142;0;142
109;706;0;706
110;21;0;21
111;64;0;64
112;32;0;32
113;303;0;303
114;294;0;294
115;6;0;6
116;24;0;24
117;210;0;210
118;198;0;198
119;30;0;30
120;446;0;446
121;28;0;28
122;326;0;326
123;296;0;296
124;236;0;236
125;310;0;310
126;382;0;382
128;146;0;146
129;346;0;346
130;45;0;45
131;335;0;335
132;1071;0;1071
133;1243;0;1243
134;10;0;10
135;131;0;131
136;872;0;872
137;43;0;43
138;54;0;54
139;96;0;96
140;462;0;462
141;2;0;2
142;300;0;300
143;265;0;265
144;1509;0;1509
145;1525;0;1525
146;924;0;924
147;4;0;4
148;717;0;717
149;676;0;676
150;907;0;907
151;76;0;76
152;43;0;43
153;89;0;89
155;66;0;66
156;235;0;235
157;175;0;175
158;25;0;25
159;135;0;135
160;92;0;92
162;26;0;26
163;57;0;57
164;97;0;97
165;82;0;82
166;42;0;42
167;1;0;1
168;247;0;247
169;22;0;22
170;21;0;21
171;139;0;139
172;99;0;99
173;49;0;49
174;26;0;26
175;1;0;1
176;1;0;1
177;63;0;63
178;3;0;3
179;120;0;120
180;47;0;47
181;38;0;38
182;64;0;64
183;36;0;36
184;3;0;3
185;158;0;158
186;218;0;218
187;68;0;68
188;128;0;128
189;1268;0;1268
190;359;0;359
191;223;0;223
192;1091;0;1091
193;116;0;116
194;244;0;244
195;23;0;23
196;183;0;183
197;277;0;277
198;448;0;448
199;52;0;52
200;83;0;83
201;466;0;466
202;87;0;87
203;68;0;68
204;41;0;41
205;55;0;55
206;27;0;27
207;86;0;86
208;17;0;17
209;432;0;432
210;23;0;23
211;162;0;162
212;18;0;18
213;10;0;10
214;26;0;26
215;284;0;284
216;236;0;236
217;91;0;91
218;280;0;280
219;1077;0;1077
220;104;0;104
221;65;0;65
222;25;0;25
223;100;0;100
224;190;0;190
225;147;0;147
226;193;0;193
227;153;0;153
228;28;0;28
229;41;0;41
230;294;0;294
231;171;0;171
232;185;0;185
233;81;0;81
234;333;0;333
236;178;0;178
237;730;0;730
238;188;0;188
239;910;0;910
240;429;0;429
241;1162;0;1162
242;13;0;13
243;678;0;678
244;65;0;65
245;58;0;58
246;716;0;716
247;30;0;30
248;2;0;2
249;19;0;19
250;5;0;5
251;96;0;96
252;102;0;102
253;27;0;27
254;19;0;19
255;78;0;78
256;40;0;40
257;16;0;16
258;34;0;34
259;258;0;258
260;189;0;189
261;33;0;33
262;60;0;60
263;16;0;16
264;23;0;23
265;30;0;30
266;32;0;32
267;64;0;64
268;35;0;35
269;729;0;729
270;251;0;251
271;25;0;25
272;21;0;21
273;60;0;60
274;77;0;77
275;67;0;67
277;150;0;150
278;58;0;58
279;93;0;93
280;400;0;400
281;141;0;141
282;325;0;325
283;197;0;197
284;120;0;120
285;296;0;296
288;19;0;19
290;107;0;107
291;154;0;154
292;1090;0;1090
293;12;0;12
294;141;0;141
295;24;0;24
296;2;0;2
297;1194;0;1194
298;928;0;928
299;53;0;53
300;247;0;247
301;1035;0;1035
302;38;0;38
303;10;0;10
304;61;0;61
305;310;0;310
306;26;0;26
307;277;0;277
308;12;0;12
309;1204;0;1204
310;370;0;370
311;1263;0;1263
312;1181;0;1181
313;1218;0;1218
314;1245;0;1245
315;1037;0;1037
316;19;0;19
317;30;0;30
318;15;0;15
319;23;0;23
320;29;0;29
321;459;0;459
322;53;0;53
323;13;0;13
324;466;0;466
325;68;0;68
326;110;0;110
327;340;0;340
328;303;0;303
329;19;0;19
330;1827;0;1827
331;158;0;158
332;1151;0;1151
333;542;0;542
334;944;0;944
335;1301;0;1301
336;90;0;90
337;418;0;418
338;14;0;14
339;46;0;46
341;89;0;89
342;1;0;1
343;322;0;322
344;13;0;13
345;42;0;42
346;111;0;111
347;243;0;243
348;590;0;590
349;279;0;279
350;148;0;148
351;174;0;174
352;16;0;16
353;8;0;8
354;179;0;179
355;130;0;130
356;112;0;112
357;58;0;58
358;35;0;35
359;76;0;76
360;64;0;64
361;16;0;16
362;1308;0;1308
363;20;0;20
364;23;0;23
365;1115;0;1115
366;19;0;19
367;101;0;101
368;50;0;50
369;7;0;7
370;58;0;58
371;31;0;31
372;50;0;50
373;73;0;73
374;1066;0;1066
375;1229;0;1229
376;68;0;68
377;51;0;51
378;31;0;31
379;31;0;31
380;435;0;435
381;36;0;36
382;1552;0;1552
383;26;0;26
384;74;0;74
385;920;0;920
386;96;0;96
387;44;0;44
388;40;0;40
389;870;0;870
390;216;0;216
391;172;0;172
392;245;0;245
393;189;0;189
394;45;0;45
395;27;0;27
396;29;0;29
397;76;0;76
398;116;0;116
