i;tmja_avant;tmja_apres;diff_tmja
1;49;50.0;1.0
2;6;4.0;2.0
3;43;124.0;81.0
4;20;15.0;5.0
6;518;540.0;22.0
7;0;15.0;15.0
8;40;45.0;5.0
9;526;571.0;45.0
10;614;638.0;24.0
11;45;0;45
12;96;121.0;25.0
13;1742;1719.0;23.0
14;8;0;8
15;15;89.0;74.0
16;2113;2061.0;52.0
17;115;124.0;9.0
18;1870;1821.0;49.0
19;49;51.0;2.0
20;284;285.0;1.0
21;2;0;2
23;122;128.0;6.0
24;13;3.0;10.0
25;259;336.0;77.0
26;9;6.0;3.0
27;100;111.0;11.0
29;105;107.0;2.0
30;62;66.0;4.0
31;187;266.0;79.0
32;1130;1057.0;73.0
33;19;23.0;4.0
34;26;22.0;4.0
35;20;0;20
36;243;298.0;55.0
37;85;61.0;24.0
38;31;26.0;5.0
39;155;154.0;1.0
40;716;719.0;3.0
41;2;0;2
42;29;14.0;15.0
43;25;2.0;23.0
44;91;46.0;45.0
45;73;43.0;30.0
47;69;108.0;39.0
48;92;0;92
49;117;0;117
50;313;280.0;33.0
51;0;62.0;62.0
52;0;72.0;72.0
54;4;0;4
55;2;24.0;22.0
56;63;90.0;27.0
57;370;388.0;18.0
58;1279;1257.0;22.0
59;1279;1303.0;24.0
60;16;17.0;1.0
61;19;0;19
62;44;62.0;18.0
63;158;234.0;76.0
64;92;122.0;30.0
65;1269;1269.0;0.0
66;59;72.0;13.0
67;68;90.0;22.0
68;1264;1263.0;1.0
69;415;432.0;17.0
70;60;110.0;50.0
71;1608;1551.0;57.0
72;198;214.0;16.0
73;30;0;30
74;57;0;57
75;111;168.0;57.0
76;65;46.0;19.0
77;18;0;18
79;64;86.0;22.0
80;0;1.0;1.0
81;47;44.0;3.0
82;1;25.0;24.0
83;0;2.0;2.0
84;23;55.0;32.0
85;331;339.0;8.0
86;10;0;10
87;355;405.0;50.0
88;487;0;487
89;158;191.0;33.0
90;131;0;131
91;443;438.0;5.0
92;44;37.0;7.0
93;74;70.0;4.0
94;222;250.0;28.0
96;17;57.0;40.0
97;21;23.0;2.0
98;175;193.0;18.0
99;365;342.0;23.0
100;46;44.0;2.0
102;23;32.0;9.0
103;25;22.0;3.0
104;233;275.0;42.0
105;43;10.0;33.0
106;15;53.0;38.0
107;34;0;34
108;136;140.0;4.0
109;0;8.0;8.0
110;44;80.0;36.0
111;22;27.0;5.0
112;20;40.0;20.0
113;30;0;30
114;215;198.0;17.0
115;0;16.0;16.0
116;28;25.0;3.0
117;21;0;21
118;22;65.0;43.0
119;67;95.0;28.0
120;524;588.0;64.0
122;90;87.0;3.0
123;22;79.0;57.0
125;0;44.0;44.0
126;0;24.0;24.0
127;16;36.0;20.0
128;18;30.0;12.0
129;9;0;9
130;38;37.0;1.0
131;250;0;250
132;174;54.0;120.0
136;38;0;38
137;81;116.0;35.0
138;24;21.0;3.0
139;917;897.0;20.0
140;37;34.0;3.0
141;16;0;16
142;25;9.0;16.0
143;290;199.0;91.0
144;25;27.0;2.0
145;438;352.0;86.0
146;78;124.0;46.0
147;22;22.0;0.0
148;27;0;27
149;27;0;27
150;18;43.0;25.0
151;18;20.0;2.0
152;33;34.0;1.0
153;344;358.0;14.0
154;1485;1478.0;7.0
155;1555;1486.0;69.0
156;460;478.0;18.0
158;492;248.0;244.0
159;109;103.0;6.0
160;42;0;42
161;83;43.0;40.0
162;16;0;16
163;473;473.0;0.0
164;72;44.0;28.0
165;56;105.0;49.0
166;92;118.0;26.0
167;751;0;751
168;23;25.0;2.0
169;491;539.0;48.0
170;415;365.0;50.0
171;27;81.0;54.0
172;124;172.0;48.0
173;1;0;1
174;18;68.0;50.0
176;101;132.0;31.0
177;0;8.0;8.0
179;166;191.0;25.0
180;144;182.0;38.0
181;415;416.0;1.0
182;64;0;64
183;491;491.0;0.0
184;274;276.0;2.0
185;22;35.0;13.0
186;182;208.0;26.0
187;82;79.0;3.0
188;1506;752.0;754.0
189;1515;1517.0;2.0
190;1553;1548.0;5.0
191;57;110.0;53.0
192;879;807.0;72.0
193;75;89.0;14.0
194;1559;1523.0;36.0
195;1579;1512.0;67.0
196;38;18.0;20.0
197;1138;1099.0;39.0
198;650;650.0;0.0
199;237;262.0;25.0
200;62;62.0;0.0
201;612;644.0;32.0
202;699;242.0;457.0
203;49;0;49
204;310;370.0;60.0
205;89;128.0;39.0
206;132;101.0;31.0
207;550;635.0;85.0
208;8;16.0;8.0
209;50;0;50
210;98;154.0;56.0
211;27;20.0;7.0
