i;tmja_avant;tmja_apres;diff_tmja
1;461;459.0;2.0
2;0;6.0;6.0
4;23;25.0;2.0
6;479;484.0;5.0
7;1228;1232.0;4.0
8;22;33.0;11.0
9;1605;1607.0;2.0
10;76;77.0;1.0
11;264;276.0;12.0
12;123;122.0;1.0
13;310;336.0;26.0
14;429;431.0;2.0
15;340;342.0;2.0
16;0;8.0;8.0
17;39;45.0;6.0
18;50;0;50
19;245;263.0;18.0
20;3;0;3
22;126;130.0;4.0
23;58;63.0;5.0
24;197;207.0;10.0
25;44;37.0;7.0
26;0;10.0;10.0
27;1087;1090.0;3.0
28;70;80.0;10.0
29;26;26.0;0.0
30;0;10.0;10.0
31;68;79.0;11.0
32;0;6.0;6.0
35;3;0;3
36;21;29.0;8.0
37;10;23.0;13.0
38;23;37.0;14.0
39;336;332.0;4.0
40;1092;1097.0;5.0
41;4;19.0;15.0
42;96;111.0;15.0
44;189;190.0;1.0
45;41;53.0;12.0
46;981;971.0;10.0
47;21;28.0;7.0
48;0;4.0;4.0
49;48;35.0;13.0
50;24;24.0;0.0
51;491;496.0;5.0
52;421;416.0;5.0
53;102;108.0;6.0
54;24;24.0;0.0
55;899;896.0;3.0
56;21;23.0;2.0
58;49;57.0;8.0
59;532;539.0;7.0
60;27;31.0;4.0
62;38;36.0;2.0
63;976;988.0;12.0
64;3;0;3
65;28;0;28
66;143;143.0;0.0
67;36;6.0;30.0
70;17;16.0;1.0
71;26;27.0;1.0
72;215;205.0;10.0
73;28;33.0;5.0
74;20;32.0;12.0
75;513;522.0;9.0
77;0;2.0;2.0
78;120;20.0;100.0
80;99;0;99
82;34;43.0;9.0
83;1624;1628.0;4.0
84;716;720.0;4.0
85;123;130.0;7.0
86;24;22.0;2.0
90;19;10.0;9.0
91;898;896.0;2.0
92;28;36.0;8.0
93;117;132.0;15.0
94;83;72.0;11.0
95;23;13.0;10.0
96;19;31.0;12.0
97;17;31.0;14.0
98;25;27.0;2.0
99;0;13.0;13.0
100;16;9.0;7.0
101;17;32.0;15.0
102;43;33.0;10.0
103;204;150.0;54.0
104;433;440.0;7.0
108;68;76.0;8.0
109;200;202.0;2.0
110;504;514.0;10.0
111;502;496.0;6.0
113;20;19.0;1.0
114;1519;1522.0;3.0
115;1446;1435.0;11.0
116;1537;1542.0;5.0
117;379;386.0;7.0
118;73;68.0;5.0
119;696;704.0;8.0
120;361;354.0;7.0
