i;tmja_avant;tmja_apres;diff_tmja
1;235;107.0;128.0
2;127;0;127
3;169;170.0;1.0
4;50;50.0;0.0
5;146;0;146
6;451;460.0;9.0
7;505;511.0;6.0
8;101;106.0;5.0
10;1034;1007.0;27.0
11;548;420.0;128.0
12;479;481.0;2.0
13;26;27.0;1.0
14;32;27.0;5.0
15;0;28.0;28.0
16;26;0;26
17;42;45.0;3.0
19;694;683.0;11.0
20;743;723.0;20.0
21;40;45.0;5.0
22;43;21.0;22.0
23;55;0;55
24;288;308.0;20.0
25;284;270.0;14.0
26;651;660.0;9.0
27;141;145.0;4.0
28;600;595.0;5.0
29;585;589.0;4.0
30;73;64.0;9.0
31;13;11.0;2.0
32;33;8.0;25.0
33;1498;1516.0;18.0
34;51;0;51
35;61;60.0;1.0
36;18;22.0;4.0
37;753;743.0;10.0
38;299;283.0;16.0
39;18;38.0;20.0
40;2038;2017.0;21.0
41;22;28.0;6.0
42;191;181.0;10.0
43;196;163.0;33.0
44;335;338.0;3.0
45;314;0;314
46;0;320.0;320.0
47;44;0;44
48;14;0;14
49;41;44.0;3.0
50;61;59.0;2.0
52;298;318.0;20.0
53;980;227.0;753.0
54;976;964.0;12.0
55;98;0;98
56;225;211.0;14.0
57;25;26.0;1.0
58;83;82.0;1.0
59;25;38.0;13.0
60;5;28.0;23.0
61;35;43.0;8.0
62;63;66.0;3.0
64;1319;1332.0;13.0
65;107;0;107
66;226;230.0;4.0
67;24;29.0;5.0
68;434;431.0;3.0
69;45;48.0;3.0
70;80;83.0;3.0
71;94;92.0;2.0
72;40;40.0;0.0
73;21;23.0;2.0
74;23;25.0;2.0
75;99;96.0;3.0
76;62;57.0;5.0
77;262;263.0;1.0
78;0;4.0;4.0
79;740;0;740
80;678;665.0;13.0
81;21;18.0;3.0
83;16;0;16
84;45;57.0;12.0
85;21;0;21
86;60;34.0;26.0
87;25;0;25
88;17;16.0;1.0
89;19;22.0;3.0
90;93;0;93
91;0;10.0;10.0
92;87;3.0;84.0
93;137;142.0;5.0
94;225;224.0;1.0
95;105;0;105
98;0;2.0;2.0
99;125;134.0;9.0
100;141;132.0;9.0
101;176;172.0;4.0
102;3;0;3
103;319;68.0;251.0
104;20;19.0;1.0
105;25;25.0;0.0
106;51;52.0;1.0
107;57;67.0;10.0
108;129;142.0;13.0
109;22;22.0;0.0
110;1802;1803.0;1.0
111;831;0;831
112;89;85.0;4.0
113;300;309.0;9.0
114;11;0;11
115;45;42.0;3.0
116;163;142.0;21.0
117;14;0;14
118;16;18.0;2.0
119;205;203.0;2.0
120;158;165.0;7.0
121;98;107.0;9.0
122;85;87.0;2.0
123;111;109.0;2.0
124;16;31.0;15.0
125;1266;1276.0;10.0
126;29;56.0;27.0
127;28;27.0;1.0
128;47;40.0;7.0
129;1546;1502.0;44.0
130;930;814.0;116.0
131;203;206.0;3.0
132;23;0;23
133;55;70.0;15.0
134;23;0;23
135;27;17.0;10.0
136;299;0;299
137;48;0;48
138;0;44.0;44.0
139;140;96.0;44.0
140;75;68.0;7.0
141;27;23.0;4.0
143;44;42.0;2.0
144;54;65.0;11.0
145;1006;989.0;17.0
147;164;176.0;12.0
148;223;236.0;13.0
149;13;0;13
150;19;23.0;4.0
151;173;187.0;14.0
152;462;474.0;12.0
153;1019;1001.0;18.0
154;878;881.0;3.0
155;95;15.0;80.0
156;34;36.0;2.0
157;100;98.0;2.0
158;109;95.0;14.0
159;36;52.0;16.0
160;37;39.0;2.0
161;923;859.0;64.0
162;603;575.0;28.0
163;12;0;12
165;28;27.0;1.0
166;37;0;37
167;28;23.0;5.0
168;10;9.0;1.0
169;24;21.0;3.0
170;28;20.0;8.0
171;184;177.0;7.0
172;0;43.0;43.0
173;243;235.0;8.0
174;301;306.0;5.0
175;1090;1096.0;6.0
176;22;26.0;4.0
177;50;175.0;125.0
178;34;0;34
179;25;0;25
180;46;15.0;31.0
