i;tmja_avant;tmja_apres;diff_tmja
1;907;858.6666666666667;48.33333333333326
2;214;0;214
3;4;32.666666666666664;28.666666666666664
4;719;642.0;77.0
5;46;43.0;3.0
6;362;0;362
7;90;13.666666666666664;76.33333333333334
8;129;18.333333333333336;110.66666666666666
9;12;0;12
10;16;25.666666666666664;9.666666666666664
11;21;0;21
12;0;84.0;84.0
13;1042;0;1042
14;33;1.3333333333333357;31.666666666666664
16;16;0;16
18;189;0;189
19;295;324.6666666666667;29.666666666666686
20;29;2.3333333333333357;26.666666666666664
21;14;0;14
22;482;426.66666666666663;55.33333333333337
23;456;0;456
24;1276;0;1276
25;560;2105.3333333333335;1545.3333333333335
26;1616;1638.0;22.0
27;25;0;25
28;77;0;77
29;72;32.0;40.0
30;41;0;41
31;934;872.6666666666666;61.33333333333337
32;48;0;48
33;191;176.0;15.0
34;182;0;182
35;86;161.33333333333334;75.33333333333334
36;1805;1690.3333333333335;114.66666666666652
37;492;503.6666666666667;11.666666666666686
38;510;360.6666666666667;149.33333333333331
39;110;0;110
40;19;0;19
41;1890;1943.6666666666667;53.66666666666674
42;226;176.33333333333334;49.66666666666666
43;53;0;53
44;139;81.66666666666669;57.333333333333314
45;22;79.0;57.0
46;33;37.33333333333341;4.333333333333407
47;347;0;347
48;232;212.66666666666674;19.333333333333258
49;372;7.6666666666667425;364.33333333333326
51;334;277.00000000000006;56.99999999999994
52;329;394.99999999999994;65.99999999999994
53;39;100.33333333333334;61.33333333333334
54;64;0;64
55;449;453.3333333333333;4.333333333333314
57;1629;1677.3333333333335;48.333333333333485
58;7;158.99999999999991;151.99999999999991
59;661;593.0;68.0
60;82;12.000000000000021;69.99999999999997
61;109;0;109
63;56;55.99999999999999;7.105427357601002e-15
64;243;202.66666666666666;40.33333333333334
65;145;0;145
66;125;100.66666666666666;24.333333333333343
67;48;105.33333333333331;57.333333333333314
68;0;49.33333333333333;49.33333333333333
69;264;200.0000000000001;63.999999999999886
70;10;0;10
71;145;155.0;10.0
72;21;50.666666666666664;29.666666666666664
73;1;0;1
74;3;18.666666666666664;15.666666666666664
75;171;198.66666666666666;27.666666666666657
76;330;436.0;106.0
77;204;179.66666666666666;24.333333333333343
78;47;42.0;5.0
79;91;0;91
80;444;412.0;32.0
81;108;117.33333333333337;9.333333333333371
82;56;0;56
83;84;21.66666666666667;62.33333333333333
84;21;0;21
85;18;0;18
86;152;168.66666666666666;16.666666666666657
87;31;22.666666666666664;8.333333333333336
88;299;296.0;3.0
89;176;179.0;3.0
91;671;733.3333333333333;62.33333333333326
92;1024;133.33333333333334;890.6666666666666
93;417;442.6666666666667;25.666666666666686
94;67;144.66666666666663;77.66666666666663
95;50;0;50
96;704;726.0;22.0
97;16;0;16
98;100;145.33333333333331;45.333333333333314
99;8;33.666666666666664;25.666666666666664
100;80;78.66666666666666;1.3333333333333428
101;58;27.333333333333336;30.666666666666664
102;20;0;20
103;52;4.333333333333336;47.666666666666664
104;169;28.666666666666664;140.33333333333334
105;20;0;20
106;53;2.6666666666666785;50.33333333333332
107;16;50.999999999999986;34.999999999999986
108;20;25.666666666666664;5.666666666666664
109;19;49.666666666666664;30.666666666666664
110;94;114.0;20.0
112;151;186.66666666666666;35.66666666666666
113;127;193.66666666666669;66.66666666666669
114;205;225.66666666666666;20.666666666666657
115;125;119.0;6.0
116;0;2.0;2.0
119;140;31.666666666666664;108.33333333333334
120;1140;1170.6666666666667;30.666666666666742
121;1;0;1
122;1103;1113.0;10.0
123;266;200.66666666666669;65.33333333333331
124;916;0;916
125;78;1.6666666666666714;76.33333333333333
126;1116;1222.6666666666665;106.66666666666652
127;1303;0;1303
128;1129;144.66666666666669;984.3333333333333
129;1308;404.6666666666667;903.3333333333333
130;17;0;17
131;17;0;17
132;429;444.0;15.0
133;59;86.66666666666666;27.666666666666657
134;15;75.33333333333348;60.333333333333485
135;871;962.0;91.0
136;1392;1298.0;94.0
137;87;41.0;46.0
138;410;412.3333333333333;2.3333333333333144
139;47;117.99999999999997;70.99999999999997
140;6;0;6
141;0;19.666666666666664;19.666666666666664
142;187;221.66666666666666;34.66666666666666
143;17;0;17
144;15;35.0;20.0
145;41;78.66666666666666;37.66666666666666
146;77;48.333333333333336;28.666666666666664
147;74;140.33333333333331;66.33333333333331
148;98;0;98
149;49;15.333333333333336;33.666666666666664
150;41;0;41
